sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate
12986.23B.Month3.4	1	23	Month3	10/17/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-4_Month3	49.5	23B	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month3.5	1	23	Month3	10/17/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-5_Month3	40.1	23B	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month3.6	1	23	Month3	10/17/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-6_Month3	50.8	23B	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month3.7	1	23	Month3	10/17/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-7_Month3	58.6	23B	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month3.8	1	23	Month3	10/17/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-8_Month3	50.4	23B	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month3.9	1	23	Month3	10/17/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-9_Month3	49.3	23B	A1	A	10/17/17	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.1	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-1_Month6	48.9	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.10	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-10_Month6	31.3	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.11	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-11_Month6	25.9	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.12	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-12_Month6	20	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.13	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-13_Month6	30.7	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.14	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-14_Month6	49.3	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.15	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-15_Month6	41	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.16	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-16_Month6	30.4	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.17	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-17_Month6	36.2	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.18	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-18_Month6	31.5	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.19	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-19_Month6	40	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.2	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-2_Month6	33.8	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.20	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-20_Month6	24.5	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.21	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-21_Month6	33.8	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.22	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-22_Month6	17.3	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.23	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-23_Month6	27.8	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.24	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-24_Month6	25.1	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.3	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-3_Month6	46.6	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.4	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-4_Month6	41.1	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.5	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-5_Month6	35.5	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.6	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-6_Month6	31.2	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.7	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-7_Month6	25.7	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23B.Month6.8	6	23	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23B	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23B	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23B-8_Month6	36.1	23B	A1	A	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.1	9	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-1_Day7	48.6	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.10	10	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-10_Day7	71.6	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.11	10	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-11_Day7	36.9	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.12	10	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-12_Day7	60.1	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.13	13	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-13_Day7	45.7	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.14	13	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-14_Day7	53.9	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.15	13	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-15_Day7	76.8	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.16	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-16_Day7	58.7	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.17	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-17_Day7	59.2	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.18	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-18_Day7	17.5	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.19	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-19_Day7	76.4	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.2	9	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-2_Day7	37.8	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.20	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-20_Day7	79	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.21	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-21_Day7	69.5	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.22	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-22_Day7	74.8	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.23	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-23_Day7	113.4	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.24	14	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-24_Day7	37.6	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.23LL.Day7.3	9	23	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	23LL	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	23LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	23LL-3_Day7	38	23LL	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1	
