	Axis1_17.97	Axis2_9.11	Axis3_4.54	Axis4_3.30	Axis5_2.87
44R_Month10_3	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44R_Month10_4	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Month10_5	-0.012506399	0.008471697	-0.005403417	0.004441121	-0.003842573
44R_Month10_6	-0.010342815	0.008012098	-0.004806124	0.003714586	0.003160842
44R_Month10_7	-0.010004597	0.008173527	-0.004556458	0.003616423	0.003071111
44R_Month10_8	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44R_Month10_9	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44R_Month1_10	-0.022389221	0.014991271	-0.014266805	-0.020602455	0.002454193
44R_Month1_11	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month1_12	-0.022780124	0.015563565	-0.017150569	-0.018904813	0.002701107
44R_Month1_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month1_14	0.005417505	-0.00334916	0.000603019	0.00052955	-0.005732137
44R_Month1_15	0.006837715	-0.003797291	0.000808653	-0.000196113	0.001180338
44R_Month1_16	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month1_17	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Month1_18	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Month1_19	0.00922046	-0.003982343	0.000888751	-0.000115391	0.000692418
44R_Month1_1	0.006775522	-0.009122915	-0.006235306	-0.005137733	-0.002737349
44R_Month1_20	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Month1_21	-0.022951453	0.003292405	-0.008994465	0.012124481	0.0013724
44R_Month1_22	-0.025093298	0.016454367	-0.015501879	-0.018715476	-0.00628477
44R_Month1_23	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Month1_24	-0.016166646	0.013268337	-0.012118658	-0.024717617	-0.002584044
44R_Month1_2	0.00322758	-0.008160146	-0.004809392	-0.002636158	-0.002029761
44R_Month1_3	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44R_Month1_4	-0.011881627	0.008604832	-0.005175813	0.004344611	-0.003894224
44R_Month1_5	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Month1_6	0.021500628	-0.002784637	0.000265867	-0.000603823	0.001098799
44R_Month1_7	-0.012912949	0.012569621	-0.005648486	0.004177028	-0.00193659
44R_Month1_8	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Month1_9	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Month3_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_11	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_12	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
44R_Month3_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_16	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_17	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_18	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_20	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
44R_Month3_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_3	-0.011539461	0.011117189	-0.00421278	0.004643376	-0.001122354
44R_Month3_4	0.006852953	-0.000230098	-0.001749113	0.001660461	-0.005511823
44R_Month3_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_6	0.031790216	-0.019605957	0.024106214	0.004385247	0.003779209
44R_Month3_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month3_8	-0.001967452	0.00189271	-0.002678607	0.001532448	-0.00231208
44R_Month3_9	0.009022177	-0.003172451	0.000850114	-0.000241385	0.001869104
44R_Month6_10	0.018214648	-0.00339447	0.000545898	-0.002021769	0.009872055
44R_Month6_11	0.013201977	0.000330139	-0.00106699	0.001651792	-0.007351247
44R_Month6_12	-0.162739915	-0.074270854	0.006253892	0.029524653	-0.014885942
44R_Month6_13	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
44R_Month6_14	-0.00406302	0.0036837	-0.002761099	0.001333059	-0.003403277
44R_Month6_15	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Month6_16	-0.004767897	0.005365532	-0.002880207	0.001848015	-0.003118228
44R_Month6_17	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
44R_Month6_18	-0.002140718	0.003108753	-0.002150783	0.000483844	0.003436494
44R_Month6_19	-0.003214635	0.004130046	-0.002132375	-0.001414108	0.003800414
44R_Month6_1	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
44R_Month6_20	-0.047712621	-0.011001409	-0.037422974	0.025199837	0.007306977
44R_Month6_21	-0.037551896	-0.006621079	-0.028852974	0.034117491	-0.006708933
44R_Month6_22	-0.118413441	-0.134706548	-0.050514781	0.103340331	-0.020959426
44R_Month6_23	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Month6_24	0.007784056	-0.002772526	0.001649733	-0.001692071	0.003182568
44R_Month6_2	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
44R_Month6_3	-0.002805113	0.004754665	-0.002230474	0.000963586	0.003789496
44R_Month6_4	-0.00406302	0.0036837	-0.002761099	0.001333059	-0.003403277
44R_Month6_5	-0.002491845	0.003588816	-0.002107962	0.000450768	0.003489756
44R_Month6_6	-0.002491845	0.003588816	-0.002107962	0.000450768	0.003489756
44R_Month6_8	0.020074369	-0.010858479	0.000939199	0.001660996	0.006582154
44R_Month6_9	0.037492827	-0.005603328	-0.00580302	0.00851691	0.018648372
45L_Day7_10	-0.010762371	0.011770949	-0.004847832	0.003274866	0.005219607
45L_Day7_11	-0.179704874	-0.221356712	0.139678254	-0.032513435	-0.093922353
45L_Day7_12	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
45L_Day7_13	-0.031982298	0.029374067	0.028054818	0.008993123	-0.004842286
45L_Day7_14	-0.002567369	0.007772375	-0.002636683	0.001371682	-0.002334984
45L_Day7_18	-0.002491845	0.003588816	-0.002107962	0.000450768	0.003489756
45L_Day7_1	-0.010681914	0.012040641	-0.00498308	0.003373865	0.005232029
45L_Day7_20	-0.012912949	0.012569621	-0.005648486	0.004177028	-0.00193659
45L_Day7_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45L_Day7_22	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
45L_Day7_23	-0.019354125	0.018271298	-0.006682044	-0.001397018	0.000668863
45L_Day7_24	-0.151509392	-0.095039656	0.036890033	-0.014731068	-0.13833371
45L_Day7_2	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
45L_Day7_3	-0.047940194	0.042496689	0.02735128	-0.025941529	0.0062464
45L_Day7_4	-0.027772449	0.021870215	-0.016089358	-0.02157432	-0.004487644
45L_Day7_5	-0.047429501	0.041575592	0.018677118	-0.023428583	-0.009137509
45L_Day7_6	-0.002491845	0.003588816	-0.002107962	0.000450768	0.003489756
45L_Day7_7	-0.038275379	0.039287935	0.035066921	0.020222218	-0.001108219
45L_Day7_8	-0.035718853	0.036648381	0.027422312	0.016198307	-0.003008012
45L_Day7_9	-0.0377552	0.041161057	0.029573686	0.015807701	-0.000168561
45L_Month3_10	-0.036507485	0.040101903	0.03035945	0.018417601	-0.001074258
45L_Month3_11	-0.051754229	0.055462336	0.033791224	-0.021739351	0.018338914
45L_Month3_12	-0.049684919	0.046967077	0.028545466	-0.022454175	0.008390031
45L_Month3_13	-0.020443309	0.062187733	-0.044840892	-0.038996714	-0.023448246
45L_Month3_14	-0.03211642	0.0527907	0.006421751	0.03353214	-0.005228827
45L_Month3_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45L_Month3_16	-0.020141958	0.023206234	0.025935578	0.004138983	0.003625357
45L_Month3_17	-0.037445716	0.039162146	0.031350044	0.020579075	-0.0020305
45L_Month3_18	-0.012763631	0.015558938	-0.012727976	0.009115704	-0.010605078
45L_Month3_19	-0.03817648	0.043765552	0.032601865	0.019666914	0.001309432
45L_Month3_1	0.006198152	-0.005292316	-0.004542624	-0.00437907	0.00874559
45L_Month3_20	-0.035952263	0.03846484	0.030225682	0.019048908	0.000978961
45L_Month3_21	-0.031397699	0.030886467	0.028782822	0.010643988	0.000331269
45L_Month3_22	-0.034068379	0.039955578	0.027905054	0.015325111	0.002703909
45L_Month3_23	-0.016333939	0.01974003	0.032318609	-5.50E-05	0.007037051
45L_Month3_24	-0.034327142	0.036794666	0.026157216	0.014459723	0.00076133
45L_Month3_3	-0.037127806	0.044453939	0.031767738	0.016447291	0.001897776
45L_Month3_5	-0.059274598	0.056813955	0.02367946	-0.016820758	0.00033941
45L_Month3_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45L_Month3_8	-0.009705764	0.016510723	-0.009497068	0.002735138	0.010751291
45L_Month3_9	-0.009290801	0.010890721	-0.004646132	0.003248455	0.005474158
45L_Month6_10	0.005762991	-0.004002349	0.000648904	0.000281939	-0.005807713
45L_Month6_11	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45L_Month6_12	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45L_Month6_13	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45L_Month6_14	0.007775892	-0.00455346	0.001234579	-0.000532788	0.00107016
45L_Month6_15	0.005755489	-0.004393973	0.000811938	0.000235359	-0.005883352
45L_Month6_16	0.012548293	-0.002788394	0.001769774	-0.000289167	0.002648144
45L_Month6_17	0.006790196	-0.000309024	-0.003039183	0.003725192	-0.001575945
45L_Month6_18	0.011081819	-0.005403607	0.000348557	-0.000333398	0.002005419
45L_Month6_19	0.005929161	-0.001907507	0.000974523	-0.000870169	-0.003811092
45L_Month6_1	-0.011772777	0.011495187	-0.00396177	0.001524088	-0.00341474
45L_Month6_20	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45L_Month6_21	0.006071091	-0.002005455	-0.012833656	0.002144097	-0.000935035
45L_Month6_22	0.006057389	-7.07E-05	-0.000962367	0.002368337	-0.002458346
45L_Month6_24	0.005865615	-0.002346761	0.001110679	-0.000911474	-0.003866889
45L_Month6_2	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45L_Month6_3	0.007807434	-0.002749437	0.001667835	-0.001711962	0.003163915
45L_Month6_4	0.011184985	-0.003362402	0.00079356	-0.001589496	0.004238927
45L_Month6_5	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45L_Month6_7	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45L_Month6_8	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45L_Month6_9	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45N_Day7_10	-0.012634825	0.010202663	-0.005711394	0.005149014	-0.003962696
45N_Day7_11	-0.002805113	0.004754665	-0.002230474	0.000963586	0.003789496
45N_Day7_12	-0.022389221	0.014991271	-0.014266805	-0.020602455	0.002454193
45N_Day7_13	-0.01082753	0.011772403	-0.004856673	0.004556161	-0.002786136
45N_Day7_14	-0.01255914	0.015231111	-0.003272063	0.004305831	-0.003402519
45N_Day7_15	-0.012777018	0.010062972	-0.005254515	0.004935135	-0.003587247
45N_Day7_16	-0.025673939	0.01820907	-0.015832612	-0.018028787	-0.0061478
45N_Day7_17	-0.004342568	0.004293669	-0.002760073	0.001395208	-0.003350052
45N_Day7_18	-0.016978753	0.008912399	-0.012838904	0.003391159	-0.002090376
45N_Day7_19	-0.010468205	0.009276376	-0.004725435	0.004122379	0.003305309
45N_Day7_1	-0.029367554	0.030069549	0.030461298	0.006444306	0.007165414
45N_Day7_20	-0.044280825	0.03764647	0.015745945	-0.022275756	-0.007868469
45N_Day7_21	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
45N_Day7_22	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
45N_Day7_23	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
45N_Day7_24	-0.022955182	0.017142068	-0.014959463	-0.020141908	0.002438489
45N_Day7_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45N_Day7_3	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45N_Day7_4	-0.029729432	0.0276923	0.028201616	0.007968657	-0.004468622
45N_Day7_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45N_Day7_6	-0.012226429	0.013827452	-0.004837985	0.003190277	-0.002549379
45N_Day7_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45N_Day7_8	-0.003419374	0.008420134	-0.002145957	0.001529228	-0.001564969
45N_Day7_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45N_Month3_10	-0.026505237	0.026776283	0.034938045	0.009028909	0.008447042
45N_Month3_11	-0.019337984	0.021639639	0.029401589	0.00112597	-0.002907343
45N_Month3_12	-0.001665865	0.006198846	-0.00053564	-0.000522342	0.004790897
45N_Month3_15	-0.002234139	0.005371167	-0.007250094	0.002429748	0.003852536
45N_Month3_18	-0.032343029	0.033737361	0.031161073	0.014030852	-0.000471103
45N_Month3_19	-0.027982617	0.02593851	0.028393489	0.006568015	-0.005199133
45N_Month3_1	-0.032837669	0.037927488	0.03391715	0.016096449	0.002703666
45N_Month3_21	-0.034519597	0.035514306	0.03116026	0.011387747	0.000630673
45N_Month3_22	-0.028192737	0.027300711	0.023115923	0.005850741	-0.004183628
45N_Month3_23	-0.025279036	0.025814122	0.025044621	0.004632282	0.005000538
45N_Month3_24	-0.00845082	0.010029355	-0.003367827	0.002396534	0.003503708
45N_Month3_2	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
45N_Month3_3	-0.028015192	0.026565337	0.028472806	0.00632573	-0.005862691
45N_Month3_4	-0.017784893	0.020620132	0.031128484	0.001145182	-0.001974873
45N_Month3_5	-0.02643359	0.023613126	0.032085868	0.004799196	0.005556549
45N_Month3_6	-0.031377962	0.034746863	0.028214457	0.013393021	0.011547447
45N_Month3_8	-0.003019557	0.010589618	-0.002504573	0.003240526	-0.003057728
45N_Month3_9	-0.01164019	0.012672795	-0.003878152	0.003933759	0.004982018
45N_Month6_10	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45N_Month6_11	0.00571163	-0.001457097	-0.001136818	0.001156184	-0.004347805
45N_Month6_12	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45N_Month6_13	0.009174869	-0.003098073	0.000845401	-0.000242728	0.001887272
45N_Month6_14	0.007807434	-0.002749437	0.001667835	-0.001711962	0.003163915
45N_Month6_15	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45N_Month6_16	0.011188111	-0.005462372	0.000432673	-0.000343885	0.001954344
45N_Month6_17	-0.001241446	0.00342958	-0.000938605	0.000194023	0.002388626
45N_Month6_18	0.00848795	-0.004017482	0.000924014	-9.38E-05	0.001419328
45N_Month6_19	0.003958737	-0.002700604	-0.003682322	-0.014315341	0.003978894
45N_Month6_1	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45N_Month6_20	0.005994013	-0.001525873	0.000863967	-0.000632106	-0.003726898
45N_Month6_21	0.022299185	-0.007054341	-0.005085139	-0.005878689	0.001106041
45N_Month6_22	0.005728423	-0.00487177	-0.008689348	-0.000516552	-0.000388168
45N_Month6_23	0.007807434	-0.002749437	0.001667835	-0.001711962	0.003163915
45N_Month6_24	0.004245298	-0.005062212	-0.007690336	-0.000440736	-0.000878967
45N_Month6_2	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45N_Month6_3	0.007807434	-0.002749437	0.001667835	-0.001711962	0.003163915
45N_Month6_4	0.005265961	-0.00322754	-7.93E-05	0.000598567	-0.005907291
45N_Month6_5	-0.001788813	0.00462241	-0.000449714	0.00210721	-0.002108333
45N_Month6_6	0.005779916	-0.004591006	0.000811188	0.000368587	-0.005978083
45N_Month6_7	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45N_Month6_8	0.007640568	-0.004728498	0.001317751	-0.000512055	0.001004712
45N_Month6_9	0.00804364	-0.003152871	-0.000981443	0.000898516	0.002610367
45R_Day7_10	-0.002491845	0.003588816	-0.002107962	0.000450768	0.003489756
45R_Day7_11	-0.026217972	0.020803934	-0.01574139	-0.019218226	-0.00423106
45R_Day7_12	-0.064310674	0.008946923	-0.058014641	-0.012552232	-0.000975149
45R_Day7_13	-0.025286155	0.025988778	0.024898607	0.004665695	0.004900041
45R_Day7_14	-0.010468205	0.009276376	-0.004725435	0.004122379	0.003305309
45R_Day7_15	-0.016637407	0.021216791	0.03537555	0.00318454	0.011767544
45R_Day7_16	-0.044280825	0.03764647	0.015745945	-0.022275756	-0.007868469
45R_Day7_17	-0.031725799	0.028103543	0.020507344	-0.001582775	-0.001959432
45R_Day7_18	-0.009984071	0.008302376	-0.004636192	0.003657263	0.003082633
45R_Day7_19	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
45R_Day7_1	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
45R_Day7_20	-0.025720005	0.017923097	-0.015665195	-0.018054815	-0.006128187
45R_Day7_21	-0.015243504	0.009294701	-0.012201721	-0.024048522	-0.004803693
45R_Day7_22	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
45R_Day7_23	-0.022123241	0.016088107	-0.015632189	-0.020804941	0.002336942
45R_Day7_24	-0.010350917	0.009972523	-0.005202431	0.0042843	0.003113851
45R_Day7_2	-0.012912949	0.012569621	-0.005648486	0.004177028	-0.00193659
45R_Day7_3	-0.01247988	0.010743776	-0.005983733	0.005154235	-0.003992319
45R_Day7_4	-0.010456823	0.009397354	-0.004800745	0.005451561	-0.004606243
45R_Day7_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Day7_6	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
45R_Day7_7	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
45R_Day7_8	-0.023251016	0.01660386	-0.014665738	-0.018488024	-0.006806968
45R_Day7_9	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
45R_Month3_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_11	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_16	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
45R_Month3_17	0.010903833	-0.002527572	0.002324481	-0.001742049	0.004990247
45R_Month3_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_20	-0.026255981	0.020657231	-0.015668014	-0.019202078	-0.004204782
45R_Month3_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_23	-0.050756923	0.052607151	0.01480719	-0.041807701	-0.003105643
45R_Month3_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_3	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_4	-0.024003008	0.017744338	-0.014017874	-0.021064828	-0.00319332
45R_Month3_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_6	-0.024882166	0.020184851	-0.014694646	-0.0236077	0.004725823
45R_Month3_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month3_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month6_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month6_11	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month6_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month6_13	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
45R_Month6_14	-0.004767897	0.005365532	-0.002880207	0.001848015	-0.003118228
45R_Month6_15	0.007382246	-0.004612993	0.001260226	-0.000458159	0.001042288
45R_Month6_16	-0.044070058	0.034904382	0.034487065	0.021918037	0.017503594
45R_Month6_17	0.009294843	-0.001156813	0.001258077	-0.001529315	0.004121187
45R_Month6_18	0.00970345	-0.003068189	-0.002820615	0.002275236	0.005185951
45R_Month6_19	0.014436546	-0.003235044	-0.002649313	-0.000264588	0.00515138
45R_Month6_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month6_20	-0.00061534	0.001833684	-0.000493438	0.000865817	0.005052282
45R_Month6_21	-0.009460883	0.005385152	-0.005644011	0.002409376	-0.010715693
45R_Month6_22	0.005353701	-0.002093494	-0.00893737	-0.001179446	0.001725549
45R_Month6_23	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
45R_Month6_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month6_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month6_3	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month6_4	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
45R_Month6_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month6_6	-0.011719588	0.01432025	-0.001220076	0.005530659	-0.002299233
45R_Month6_7	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
45R_Month6_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
45R_Month6_9	0.008168782	-0.004217955	0.001013754	-0.000202777	0.00124669
46L_Day7_11	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
46L_Day7_12	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
46L_Day7_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Day7_14	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
46L_Day7_16	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Day7_17	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Day7_19	-0.022389221	0.014991271	-0.014266805	-0.020602455	0.002454193
46L_Day7_1	-0.009984071	0.008302376	-0.004636192	0.003657263	0.003082633
46L_Day7_20	0.00782513	-0.004520112	0.00121661	-0.000450233	0.001415755
46L_Day7_21	0.011603841	-0.006101322	-0.00098034	0.003860163	0.001665636
46L_Day7_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Day7_23	0.022702006	0.001886714	-0.006763639	0.004548728	-0.00809126
46L_Day7_24	-0.009942631	0.008723515	-0.004980128	0.003717747	0.002883401
46L_Day7_2	-0.01343281	0.016305641	-0.003072861	0.005181139	-0.00338885
46L_Day7_3	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
46L_Day7_5	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
46L_Day7_6	-0.010681914	0.012040641	-0.00498308	0.003373865	0.005232029
46L_Day7_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Day7_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_11	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_12	0.010930182	-0.005471963	0.000350773	-0.000331472	0.00198823
46L_Month3_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_16	0.015747044	0.003974426	-0.00290283	0.001877333	0.006620955
46L_Month3_17	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_18	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_20	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_3	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
46L_Month3_4	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_6	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month3_7	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
46L_Month3_8	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
46L_Month3_9	-0.015763947	0.012717609	-0.012144311	-0.025098565	-0.00274046
46L_Month6_10	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
46L_Month6_12	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
46L_Month6_13	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
46L_Month6_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month6_17	0.007463347	-0.00484532	0.001165164	-0.000411952	0.000847129
46L_Month6_18	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month6_19	0.046575201	-0.038318506	0.00727838	-0.003662278	-0.017352142
46L_Month6_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month6_20	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month6_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month6_23	0.008147551	-0.004785695	0.000704148	0.000271261	0.002219941
46L_Month6_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month6_3	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
46L_Month6_4	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month6_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46L_Month6_7	0.020671441	-0.011099446	0.002522694	0.002446644	0.005412322
46L_Month6_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
46N_Day3_10	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
