	Axis1_7.01	Axis2_2.88	Axis3_2.11	Axis4_1.76	Axis5_1.46	Axis6_1.39	Axis7_1.31	Axis8_1.27	Axis9_1.25	Axis10_1.23
27L_Month3_4	0.050582915	-0.009289921	-0.03423095	-0.011958182	0.01255812	-0.032110234	-0.026545433	-0.004706266	0.010265103	-0.02513084
27L_Month3_5p	0.003120194	-0.022747771	-0.015967	0.009282178	0.002644895	0.003577766	0.00027399	0.001459885	0.002990202	0.004899704
27L_Month3_5	0.03906359	0.022497331	0.009798724	0.022730965	0.00199083	-0.013214321	-0.021452355	-0.001874378	0.005361431	-0.012608903
27L_Month3_6p	0.011951224	-0.031274042	0.00198734	-0.012380394	-0.016843382	-0.005791287	-0.003690108	0.012016499	0.003743106	-0.007634135
27L_Month3_6	-0.004740583	0.00217188	-0.004701639	-0.016613578	-0.041733978	0.024686722	0.047557418	-0.024038477	0.030373492	0.010552017
27L_Month3_7p	0.033906618	-0.004757645	0.015423781	0.005234828	-0.014224702	0.00037315	0.004394821	0.019978634	0.015703095	0.047637719
27L_Month3_7	0.025520237	-0.036145643	-0.044540291	0.007594259	0.000823103	-0.021828563	-0.038103644	0.002962526	-0.053256776	0.004553673
27L_Month3_8p	0.000767749	0.001145474	0.000905428	0.00104573	0.000454078	0.000695647	-0.000961192	0.000110415	-0.000540183	-0.000185307
27L_Month3_8	0.001233779	0.000793365	0.001073835	0.000565657	-9.76E-05	0.000599876	-0.00038945	-5.49E-05	-0.000639503	-2.44E-05
27L_Month3_9p	0.019049379	-0.032493133	-0.019829405	0.012546282	-0.003213653	0.007384006	-0.028976025	-0.011522572	-0.013605759	0.010194231
27L_Month3_9	0.000935848	0.000522779	0.001786684	0.000975801	-7.03E-05	0.000405149	-4.41E-05	0.000163809	-0.000416014	0.000555435
27L_Month6_10	0.000485711	0.000522415	0.001862457	0.001257795	0.000106001	0.000377363	-0.00011087	8.90E-05	-0.000467549	0.000549304
27L_Month6_11	0.001331734	0.001272274	0.001044178	0.000604286	0.000622416	0.000982256	-0.000412739	-3.10E-05	-5.24E-05	-0.000421883
27L_Month6_12	0.001923218	0.000847481	0.00143092	0.000748141	0.000458818	0.000576172	-0.000176719	-0.000159068	-0.000504384	-2.36E-05
27L_Month6_13	0.001923218	0.000847481	0.00143092	0.000748141	0.000458818	0.000576172	-0.000176719	-0.000159068	-0.000504384	-2.36E-05
27L_Month6_14	-0.001073607	-0.002898969	0.003120049	-7.11E-06	-0.00089393	-0.002018601	0.00272341	-0.003107123	-0.000455512	-0.002271339
27L_Month6_15	-0.047915419	0.01258806	-0.016843361	-0.005261674	-0.001121039	-0.000608828	0.000374255	0.002300131	0.000901633	4.39E-05
27L_Month6_16	-0.052331415	0.013751028	-0.017690103	-0.006440739	-0.000514851	0.000230749	0.000226162	0.001556596	0.001705155	0.000386444
27L_Month6_17	0.00167395	0.000891061	0.000901327	0.000573167	0.000618364	0.000143969	-0.0001976	0.000355824	-0.000382471	-5.90E-05
27L_Month6_18	0.000993881	0.00054858	0.001689084	0.00106263	0.000609397	0.000879404	-0.00010525	-0.000295445	-0.000613511	0.000110047
27L_Month6_19	-0.001222312	-0.002988088	0.003246479	3.39E-05	-0.000902497	-0.002020927	0.00272589	-0.003096794	-0.000439797	-0.002275932
27L_Month6_1	0.000887077	0.000443095	0.001648202	0.000913671	-0.000162638	0.000295311	-0.000153943	0.000187629	-0.000470595	0.00044435
27L_Month6_20	9.88E-05	0.000936545	0.001061367	0.001142125	0.000413398	0.000510525	-0.000890461	0.000425578	-0.000319668	2.14E-06
27L_Month6_21	0.001477131	0.00056419	0.001533577	0.000761191	-0.00023824	0.000128589	-0.000338439	0.00018474	-0.000433863	0.000200338
27L_Month6_22	-9.54E-05	0.000232999	0.00215462	0.001338596	0.000122914	0.000671368	6.51E-05	9.86E-06	-0.000504959	0.000721087
27L_Month6_23	0.000667234	0.000868942	0.001408705	0.000816323	-0.000103341	0.000357994	-0.00024306	0.000194815	-0.000258182	0.000426822
27L_Month6_24	0.000660591	0.000425125	0.001490375	0.000808389	-0.000325746	0.000407109	-0.000286231	0.000148362	-0.000454061	0.000240269
27L_Month6_2	0.000935848	0.000522779	0.001786684	0.000975801	-7.03E-05	0.000405149	-4.41E-05	0.000163809	-0.000416014	0.000555435
27L_Month6_3	0.002173184	0.000890603	0.001579794	0.000818961	6.00E-05	0.000245004	-0.000365816	-0.000106035	-0.000639309	0.000273008
27L_Month6_4	0.000950686	0.000445311	0.001677926	0.001078716	0.000105953	0.000200556	-0.000100508	0.000270418	-0.000487014	0.00038614
27L_Month6_5	0.001877206	0.001187367	0.001410839	0.000778888	0.000790486	0.000529068	-9.18E-05	-0.000134563	-0.000116058	0.000149804
27L_Month6_6	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
27L_Month6_7	0.001025265	0.000362484	0.001839598	0.000966894	-0.000174323	0.000370197	-0.000300887	8.99E-05	-0.000171255	0.000191434
27L_Month6_8	0.001252471	0.000380571	0.001998108	0.001072762	-1.14E-05	0.000258924	-0.000168349	0.000128978	-0.000188668	0.000395172
27L_Month6_9	0.001723946	0.000687917	0.001889099	0.001026963	0.000124941	0.000488089	-0.000328151	-0.000201652	-0.000378149	0.00026314
27N_Day7_13	0.001661134	0.000944691	0.001469694	0.000811191	5.30E-05	-0.000141452	-0.000272571	0.000293391	-0.000309582	0.000479295
27N_Day7_14	0.001600668	-0.013577353	-0.002130779	0.001803587	-0.007232341	-0.000224047	-0.001222279	0.000313255	0.004796724	0.001405405
27N_Day7_16	-0.00268619	0.006754289	0.006614863	0.002421292	-0.001640529	-0.003772473	0.000697558	0.003037158	-0.002455805	0.000234179
27N_Day7_17	-0.002654408	-0.002912948	0.003067444	0.000623139	-0.001279201	-0.001690192	0.001948525	-0.00296395	-0.000350524	-0.002514361
27N_Day7_18	0.000113299	0.000726126	0.001640595	0.001148738	0.000205613	0.000474711	-9.14E-06	4.23E-05	-0.000332375	0.000760067
27N_Day7_1	0.000935848	0.000522779	0.001786684	0.000975801	-7.03E-05	0.000405149	-4.41E-05	0.000163809	-0.000416014	0.000555435
27N_Day7_20	-0.043994026	0.012580338	-0.016060286	-0.00568201	-0.001467952	-0.00029853	-0.000197313	0.001044264	7.94E-05	0.002456364
27N_Day7_21	-0.043400351	0.012695161	-0.015930907	-0.005115556	-0.002011909	-0.00096655	-0.000623838	0.002542906	-0.000549557	0.00233248
27N_Day7_22	0.001250173	0.001179343	0.00092561	0.000876054	0.000137007	0.000353335	-0.000569526	0.000367919	-6.45E-05	-0.000166486
27N_Day7_23	0.0006845	0.001314585	0.002024666	0.000923722	0.000807884	0.000232358	-0.000476879	0.000480737	5.02E-05	-0.000236481
27N_Day7_24	0.000726171	0.001169069	0.000654099	0.000453663	-6.73E-05	0.000235142	-0.000721653	0.0007508	-0.000496623	-0.000366004
27N_Day7_2	0.00206872	0.00052065	0.00203769	0.001025682	7.47E-05	-1.85E-05	-0.000220494	0.000163861	-0.000171439	0.000355879
27N_Day7_3	-0.013247727	-0.006632315	-0.005750709	-0.005444814	-0.01071875	-0.00563388	0.002557936	-0.005073527	-0.001108225	-0.001144537
27N_Day7_6	-0.006302516	-0.006528007	0.000689262	-0.001112702	-0.003060295	-0.000870305	0.005684632	-0.002203677	0.003057982	-0.001989934
27N_Day7_7	0.00119932	-0.044976983	-0.024844477	0.000299696	-5.32E-05	-0.015673052	-0.006523949	-0.021333067	0.001028656	0.010155136
27N_Day7_8	0.001884624	-0.018974755	0.007994017	-0.005915199	-0.017669139	-0.014974223	-0.006153039	-0.000747834	-0.009976531	0.012380403
27N_Day7_9	0.000155462	0.000361012	0.001861386	0.001203114	7.51E-05	0.000634159	5.76E-05	-2.86E-05	-0.00047423	0.000684722
27N_Month3_10	0.000588319	0.000407351	0.001642244	0.001097884	-2.52E-05	0.0004312	-0.000131176	9.36E-05	-0.000592545	0.000568836
27N_Month3_11	0.000520448	0.000210058	0.002144843	0.00115431	-0.000204243	0.000404131	-1.23E-05	0.000170467	-0.000617964	0.000667478
27N_Month3_12	0.000155462	0.000361012	0.001861386	0.001203114	7.51E-05	0.000634159	5.76E-05	-2.86E-05	-0.00047423	0.000684722
27N_Month3_13	-0.002234153	-0.011732455	0.01531767	-0.029054636	0.011212498	-0.000288869	-2.07E-05	0.005843068	0.002639826	-0.00256831
27N_Month3_14	0.000887077	0.000443095	0.001648202	0.000913671	-0.000162638	0.000295311	-0.000153943	0.000187629	-0.000470595	0.00044435
27N_Month3_15	0.001908167	0.00071731	0.001768509	0.00086438	0.000109411	0.000317339	-0.000168512	3.02E-06	-0.000782493	0.000362852
27N_Month3_16	0.001400523	0.000730915	0.001902371	0.001019217	0.000546576	0.000406286	0.000112707	0.000139595	-0.000136171	0.000196853
27N_Month3_17	-0.010935249	-0.003929023	0.011101561	0.005851733	-0.000164194	0.001399323	-0.000767889	0.00151762	0.000834825	0.000494072
27N_Month3_18	-0.013254465	-0.00577767	0.015202745	0.002099142	0.001866921	0.002178319	-0.000757469	0.000489862	0.001335246	0.004582179
27N_Month3_19	0.000292426	0.000193139	0.001983836	0.001047562	-0.000368036	0.000516075	-0.000144654	0.000130742	-0.000601505	0.00046339
27N_Month3_1	0.000935848	0.000522779	0.001786684	0.000975801	-7.03E-05	0.000405149	-4.41E-05	0.000163809	-0.000416014	0.000555435
27N_Month3_20	0.001923218	0.000847481	0.00143092	0.000748141	0.000458818	0.000576172	-0.000176719	-0.000159068	-0.000504384	-2.36E-05
27N_Month3_21	-0.008703194	-0.005354463	0.008819256	0.002746284	-0.000876772	-0.00143417	0.002665754	-0.003236675	0.000235445	-0.002387269
27N_Month3_22	0.001651337	0.000761772	0.001231484	0.000683791	0.000269678	-0.000117109	-0.000189484	0.000520226	-0.000657859	0.000325547
27N_Month3_23	-0.003198073	-0.002890641	0.004035708	0.001086571	-0.0007301	-0.001206283	0.002053968	-0.002966945	-0.000511929	-0.003123974
27N_Month3_2	0.000935848	0.000522779	0.001786684	0.000975801	-7.03E-05	0.000405149	-4.41E-05	0.000163809	-0.000416014	0.000555435
27N_Month3_3	0.000887077	0.000443095	0.001648202	0.000913671	-0.000162638	0.000295311	-0.000153943	0.000187629	-0.000470595	0.00044435
27N_Month3_4	0.00014351	0.00024353	0.002301448	0.001367982	0.000732528	0.000931077	0.000197506	-0.00023285	-0.000411193	0.000376045
27N_Month3_5	0.001720089	0.000970599	0.001035475	0.000634845	0.000708609	0.000252257	-8.84E-05	0.000331962	-0.000327231	5.22E-05
27N_Month3_6	0.001557407	0.000611955	0.001929865	0.000988547	0.000419332	0.000686555	-3.56E-05	-0.000180004	-0.000650031	0.000194806
27N_Month3_7	0.000506581	0.001013323	0.001200395	0.000678823	0.000489915	0.000845748	-0.000447138	0.000501398	-0.000127251	-0.000351743
27N_Month3_8	0.000660591	0.000425125	0.001490375	0.000808389	-0.000325746	0.000407109	-0.000286231	0.000148362	-0.000454061	0.000240269
27N_Month3_9	0.000845431	0.000806315	0.00142859	0.000859475	-3.29E-05	0.000136087	-0.000220523	0.000258168	-0.000329136	0.00051934
27N_Month6_10x	0.001246727	0.000443388	0.001921275	0.001396643	0.001005699	0.000547661	-8.47E-05	-9.16E-05	-0.000682097	9.37E-05
27N_Month6_10	0.000312031	-0.000246807	0.001960878	0.001398734	8.12E-05	0.000489572	-8.08E-05	0.000325056	-0.000517364	0.00045092
27N_Month6_12x	0.004320764	-0.009404183	-0.007398518	0.003283549	0.002483402	0.004267709	-0.003321155	0.004353775	-0.000591266	0.002480278
27N_Month6_1x	0.001399686	0.000233892	0.00189097	0.001295301	0.000797917	0.000882703	6.99E-06	-5.20E-05	-0.000493598	8.70E-05
27N_Month6_13	0.000650218	-0.000171366	0.001701268	0.001171924	0.000407818	0.000656356	-7.55E-05	0.000265003	-0.000342378	-9.73E-05
27N_Month6_14	0.001852635	0.000724659	0.001515795	0.000733888	0.000105191	9.07E-05	-4.11E-05	0.000328012	-0.00039484	0.000386088
27N_Month6_15	0.000268521	0.000119667	0.001736906	0.001343764	0.000211467	0.000329398	-0.000147975	0.000396919	-0.000375386	0.000526858
27N_Month6_16	-0.047802013	0.007876483	-0.012557941	-0.007411995	-0.000640208	-0.002770374	0.00392802	-0.002440591	0.002872806	-0.001421475
27N_Month6_17	0.003040537	-0.009809894	-0.007601773	0.003605623	0.001889446	0.004835603	-0.003971512	0.004524345	-0.000401005	0.002373282
27N_Month6_18	-0.044383519	0.013368171	-0.016886805	-0.005777796	-0.001279743	0.000146924	-0.000655027	0.000942334	0.000384798	0.00175087
27N_Month6_19	0.021868044	-0.014631828	-0.015781085	0.004648173	-0.003365318	0.013022998	-0.008025892	0.001177747	0.010715248	-0.031361356
27N_Month6_1	0.031153787	0.006288045	0.015016615	-0.002662961	-0.011500191	-0.003275202	0.007952849	0.014118309	-0.021475642	-0.009271044
27N_Month6_20	0.000997161	-0.013831222	0.012848458	0.018127042	-0.00662568	0.003880722	0.006553235	0.00199272	0.01146955	3.14E-05
27N_Month6_21	-0.046175373	0.013527709	-0.016585159	-0.00608488	-0.000760457	5.96E-05	-0.000798633	0.001288172	-0.000350356	0.00221264
27N_Month6_22	0.01442195	-0.009435995	-0.007845272	0.00333875	-0.004301717	0.019832582	-0.011052092	0.002455396	0.012790022	0.015071741
27N_Month6_2x	-0.000376781	-0.002773282	0.000436819	0.002016704	0.001082559	-0.000217406	-0.001427476	-0.000407361	-0.000990611	0.000196865
27N_Month6_23	-0.045311279	0.011770237	-0.013230202	-0.0054046	0.001520706	1.83E-05	-0.000354203	0.00223987	0.002723722	0.001473251
27N_Month6_24	-0.045752324	0.012849012	-0.016287661	-0.005947688	-0.001114587	-0.000334452	-0.000685182	0.001691896	0.000457661	0.002056884
27N_Month6_3x	-0.044508601	0.011491155	-0.013065712	-0.005182893	0.001253033	0.000384403	-0.000185399	0.002059155	0.002818252	0.00204548
27N_Month6_4x	-0.044377351	0.012354854	-0.013699414	-0.005461603	0.001041209	0.00014009	-1.69E-05	0.002167184	0.002665714	0.001922225
27N_Month6_5x	0.004925583	-0.009585488	-0.007375778	0.003090766	0.001889168	0.004160135	-0.00326083	0.004661227	-0.000552456	0.002631714
27N_Month6_6x	-0.042282496	0.012635613	-0.015868506	-0.004851432	-0.001851334	-0.000386587	-0.000678661	0.002104783	-0.000633304	0.002072196
27N_Month6_7x	0.000877708	-0.000152739	0.001860878	0.001279918	0.000569303	0.000544264	5.70E-05	0.000304063	-0.000359942	0.000108734
27N_Month6_8x	0.003268101	-0.010352578	-0.006926406	0.003214299	0.001491679	0.003267086	-0.004463782	0.00471624	-0.001349275	0.002501136
27N_Month6_9x	-0.042900157	0.011787513	-0.012582075	-0.004943131	0.001659908	0.00062372	-0.000869989	0.001724457	0.002490826	0.001425275
27N_Month6_9	0.000844963	-0.000155691	0.001904567	0.001525976	0.000522051	0.000480314	-0.000289	0.000480607	-0.00027569	-0.000158524
27R_Day7_10	0.009748857	-0.008038854	0.014693027	0.003674932	-0.000564991	-0.002094456	-0.006920348	0.019038862	-0.005561073	0.000166673
27R_Day7_11	-0.000869468	0.004373187	0.022975095	0.015944409	-0.016825717	-0.004305704	0.004739117	-0.001551911	0.015078889	-0.004057816
27R_Day7_12	0.001557105	0.001301174	0.000726696	0.000816878	0.000222436	0.000305676	-0.000440957	0.000395048	-0.000316221	-3.45E-05
27R_Day7_13	0.021998334	0.00172741	-0.013379774	-0.00464822	0.006856913	-0.017875528	0.006812808	0.010192515	0.051868584	0.013531237
27R_Day7_14	0.000120672	0.000541242	0.00160879	0.001063962	-0.000112311	0.000878932	-0.000968067	0.000766198	-0.000381697	-0.000122308
27R_Day7_15	0.001576091	0.001534576	0.000847611	0.000519433	0.000379881	0.000209096	-0.00060515	0.000338671	-0.000229011	-0.000688169
27R_Day7_16	-0.045449786	0.013429334	-0.016806261	-0.005948334	-0.001394211	-0.000241881	-0.00050489	0.001536486	0.000166148	0.002203507
27R_Day7_17	0.005642554	0.022557068	0.005124419	0.007577607	0.003092763	0.002379715	0.001222984	-0.006648769	-0.003237456	-0.018038768
27R_Day7_18	-0.043652465	0.011491655	-0.012313785	-0.004834518	0.001544925	0.000403777	-0.000664941	0.002203642	0.002686762	0.001598392
27R_Day7_19	0.001099473	0.001023702	0.001486391	0.001004648	0.000937581	0.000757285	9.21E-06	-0.000327866	-0.000169566	0.000273698
27R_Day7_1	-0.007059247	-0.009479124	0.008394835	-0.006502337	-0.006691999	-0.00923455	-0.000117163	-0.011706167	0.000680477	0.001783246
27R_Day7_20	0.019127712	0.030380915	-0.000873615	0.000750333	0.00195535	-0.017108675	-0.008571902	0.00420151	-0.011788888	-0.001966352
27R_Day7_21	0.001686567	0.000977607	0.00130557	0.000853403	0.000370585	0.000409572	-0.000351466	0.000480538	0.000139758	-0.00066425
27R_Day7_22	0.000892745	0.001226849	0.000966211	0.000897165	0.00013985	0.000442127	-0.000760624	0.000570584	-0.000324735	-0.000229557
27R_Day7_23	0.024548127	-0.009437529	0.007292608	0.02629008	-0.002545713	-0.009714669	-0.037250875	0.004175927	0.027945787	0.008609405
27R_Day7_24	0.002069599	0.001077424	0.000873748	0.00050872	0.000400839	-0.00011388	-0.000221117	0.000514365	-0.000459814	0.000219003
27R_Day7_2	0.001234266	-0.018357651	0.002081233	-0.00383592	-0.013134529	0.003627953	-0.005844888	-0.013555721	0.006496922	0.005800722
27R_Day7_3	-0.01127658	0.005797944	0.000653607	0.007401374	-0.001915529	0.007278938	-0.002013922	-0.001884299	-6.71E-05	-0.001801169
27R_Day7_4	0.003463821	-0.02278989	-0.011841473	0.020968673	0.010222531	0.014017223	-0.019354144	-0.005846794	-0.00317103	-0.005098732
27R_Day7_5	-0.00200191	-0.005621904	0.00572808	0.000553354	-0.001869112	-0.000294146	0.001426651	0.002665781	-2.88E-05	0.001690512
27R_Day7_6	-7.49E-05	0.004650089	0.01282581	0.015284236	-0.002375979	-0.017696864	-0.015646075	0.002399806	-0.002311005	0.018839455
27R_Day7_7	0.005171886	0.001339092	0.012386054	0.004214808	0.00370665	0.006540117	-0.000678805	-0.004900521	0.013520386	0.013679138
27R_Day7_8	-0.069381286	0.011957503	-0.014064987	-0.003489474	0.004606349	0.001427992	-0.000568212	-0.007018677	-0.0042431	-0.004270263
27R_Day7_9	-0.007515639	-0.019963319	0.025577949	-0.040115424	0.011324913	-0.000632872	0.015975077	-0.001756242	0.001181969	-0.000732553
27R_Month3_10p	-0.004226875	-0.009829313	-0.001113122	0.01170588	-0.007886052	-0.011737143	0.023605265	-0.004133018	0.002565161	0.010287881
27R_Month3_10	0.007802127	-0.044846658	-0.026164317	0.015788279	-0.001234166	-0.013126861	0.001197017	-0.019556053	0.006529071	0.002667058
27R_Month3_11p	0.009171368	0.001466101	0.01092467	-0.01378859	-0.000405959	0.006274235	0.024404624	-0.011271658	-0.000860002	-0.002234273
27R_Month3_12	0.000588319	0.000407351	0.001642244	0.001097884	-2.52E-05	0.0004312	-0.000131176	9.36E-05	-0.000592545	0.000568836
27R_Month3_13	0.000935848	0.000522779	0.001786684	0.000975801	-7.03E-05	0.000405149	-4.41E-05	0.000163809	-0.000416014	0.000555435
27R_Month3_15	0.021009373	-0.004140267	-0.03340721	0.011721483	-0.016246404	0.006393365	0.012677761	-0.003836293	-0.014133462	0.00913193
27R_Month3_16	0.027846788	0.038211224	-0.004515095	-0.010921239	0.002170769	-0.001882286	-0.013328278	0.002822216	0.007883345	0.0076633
27R_Month3_17	0.056535541	0.01898253	0.012474182	-0.008998538	-0.025180415	-0.035624338	0.003748435	-0.010180624	-0.002375422	0.001381285
27R_Month3_18	0.000887077	0.000443095	0.001648202	0.000913671	-0.000162638	0.000295311	-0.000153943	0.000187629	-0.000470595	0.00044435
27R_Month3_19	0.000935848	0.000522779	0.001786684	0.000975801	-7.03E-05	0.000405149	-4.41E-05	0.000163809	-0.000416014	0.000555435
27R_Month3_1p	-0.047974362	0.013059566	-0.017174289	-0.005527117	-0.001116225	-0.000470827	0.000474028	0.002189334	0.000750356	0.000370142
27R_Month3_1	0.047926001	-0.038165455	-0.065360085	0.028117937	-0.036716154	-0.014163352	0.00744012	0.001633004	-0.005935028	0.008592527
27R_Month3_20	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
27R_Month3_21	-0.037874251	0.011551145	-0.014555059	-0.004216103	-0.00166935	-0.000309172	-0.001204128	0.001927068	-0.000648436	0.001293437
27R_Month3_22	-0.044093027	0.01210372	-0.015435225	-0.004932747	-0.001379117	-0.000233792	-1.33E-05	0.001451064	0.001207978	-0.000201535
27R_Month3_23	0.000472553	0.000217349	0.002072465	0.00129951	0.000133382	0.000486693	-6.70E-05	-6.31E-05	-0.000244024	0.000524051
27R_Month3_24	-0.043144541	0.011725214	-0.015157355	-0.004475425	-0.001135281	-0.000283078	0.000119737	0.001523962	0.000888678	4.42E-05
27R_Month3_2p	0.001528117	0.018722648	0.009757743	-0.00344904	0.00502618	-0.014647186	-0.003029916	-0.024959023	0.01155265	-0.023243659
27R_Month3_2	-0.002694479	0.000262448	0.001865674	-2.87E-05	-7.01E-05	0.000497049	-0.001768007	-0.002590482	-0.001346497	-0.000980375
27R_Month3_3p	0.000516492	0.000527914	0.001574874	0.000967508	-7.70E-05	0.000597678	-8.10E-05	0.000355103	-0.000320526	0.000320468
27R_Month3_3	-0.037860111	0.011610148	-0.014296548	-0.004084442	-0.001733542	-0.000742711	-0.00099158	0.002123127	-0.000253662	0.001671403
27R_Month3_4p	0.002188647	0.006503432	0.002147469	0.007507406	0.013979967	-0.000285255	-0.005841599	-0.019295241	-0.005540538	0.016978879
27R_Month3_4	0.004798591	-0.025009412	0.000653153	-0.037244579	0.002434779	0.002893392	-0.007170102	-0.010982542	0.005334316	0.004715643
27R_Month3_5	0.039496846	0.029306377	0.017795991	0.007397775	0.015254895	-0.004580563	0.005703503	-0.01207211	0.021462417	-0.00220806
27R_Month3_6p	0.002273293	0.001160696	0.001036171	0.000593811	0.000776467	0.000406247	-0.000145386	9.34E-05	-0.000525007	-9.54E-05
27R_Month3_6	-0.013150408	0.002196789	0.009943503	0.002976331	0.00106252	-0.001231373	-0.000750579	-0.006275894	-0.005310986	-0.000605197
27R_Month3_7p	-0.000546301	-0.002512906	0.003150206	7.89E-06	-0.000665469	-0.001674783	0.002671573	-0.003465837	-0.00058732	-0.002295755
27R_Month3_7	0.034530647	0.008352219	0.00022849	-0.006613019	-0.0107714	0.019073302	-0.016170712	-0.028411137	-0.004833455	0.02237399
27R_Month3_8	0.036887777	-0.001995839	0.007237767	-0.014856823	0.013090924	0.015312778	-0.034688766	0.007729857	0.011121493	0.005309342
27R_Month3_9p	-0.001129442	-0.002849375	0.003215976	-5.05E-05	-0.001096092	-0.001762017	0.002853015	-0.003065083	-0.000322178	-0.002401536
27R_Month3_9	0.040594739	0.033160994	-0.002785826	0.007261513	-0.002100273	0.011500972	0.010522821	0.006184861	0.017675563	-0.014317254
27R_Month6_10	0.00140726	0.000830957	0.001677591	0.000929811	6.59E-05	0.000634096	-0.00020448	-0.000167285	-0.000605615	0.000423177
27R_Month6_11	0.000990178	0.000503145	0.001342746	0.000719492	-7.13E-05	0.000260035	-9.78E-05	0.000315555	-0.000468264	0.000312859
27R_Month6_12	0.000950686	0.000445311	0.001677926	0.001078716	0.000105953	0.000200556	-0.000100508	0.000270418	-0.000487014	0.00038614
27R_Month6_13	0.001323928	0.000751937	0.001835247	0.001141365	0.000330676	0.00054428	-0.000157596	-6.35E-05	-0.000608925	0.00036916
27R_Month6_14	0.000887077	0.000443095	0.001648202	0.000913671	-0.000162638	0.000295311	-0.000153943	0.000187629	-0.000470595	0.00044435
27R_Month6_15	0.000887077	0.000443095	0.001648202	0.000913671	-0.000162638	0.000295311	-0.000153943	0.000187629	-0.000470595	0.00044435
27R_Month6_16	0.000887077	0.000443095	0.001648202	0.000913671	-0.000162638	0.000295311	-0.000153943	0.000187629	-0.000470595	0.00044435
27R_Month6_17	0.000887077	0.000443095	0.001648202	0.000913671	-0.000162638	0.000295311	-0.000153943	0.000187629	-0.000470595	0.00044435
27R_Month6_18	0.001053277	0.000305532	0.002165882	0.00106524	0.000569465	0.000501791	0.000134755	0.00018264	-8.42E-05	0.000245613
27R_Month6_19	0.000887077	0.000443095	0.001648202	0.000913671	-0.000162638	0.000295311	-0.000153943	0.000187629	-0.000470595	0.00044435
27R_Month6_1	0.001504247	0.000529987	0.002124902	0.001065086	6.25E-05	0.000162694	-8.96E-05	0.000237244	-0.00042564	0.000550587
27R_Month6_20	0.001771666	0.000790261	0.001120242	0.000636412	0.000607329	0.000211709	-6.62E-06	0.000369229	-0.000345365	1.51E-06
27R_Month6_21	0.001203196	0.000301368	0.001859342	0.001010403	-0.000103729	0.000149275	-0.000278098	0.000152841	-0.000243572	0.000284237
27R_Month6_22	0.001504247	0.000529987	0.002124902	0.001065086	6.25E-05	0.000162694	-8.96E-05	0.000237244	-0.00042564	0.000550587
27R_Month6_23	0.000667234	0.000868942	0.001408705	0.000816323	-0.000103341	0.000357994	-0.00024306	0.000194815	-0.000258182	0.000426822
27R_Month6_24	0.001825076	0.000844688	0.001697227	0.000858503	0.000546418	0.000690779	-7.38E-05	-0.000162905	-0.000436513	9.09E-05
27R_Month6_2	0.000911042	0.000534417	0.001932865	0.001091499	7.24E-05	2.53E-05	-0.000337742	0.000262523	-0.000129909	0.000394902
27R_Month6_3	0.001004075	0.000249342	0.002294556	0.001209205	3.53E-05	0.000294841	-0.000161312	0.000167509	-0.000217236	0.00043063
27R_Month6_5	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
27R_Month6_6	6.51E-05	0.000645374	0.001501444	0.001086908	0.000112417	0.000364449	-0.000119232	6.58E-05	-0.000386687	0.000648769
27R_Month6_7	0.000161789	0.000258241	0.001746716	0.001014295	-0.000231145	0.000394455	-0.000217329	-1.14E-05	-0.000477163	0.000372888
27R_Month6_8	-0.003479662	-0.000567967	0.003384577	0.001919944	0.001785352	0.000910726	0.000976507	-0.000116735	0.001198536	-0.002297079
27R_Month6_9	0.00077266	0.000506651	0.00166009	0.001035147	3.67E-05	0.000421722	-0.000123464	0.000207452	-0.00041601	0.000292328
28B_Day7_11	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
28B_Day7_12	-0.007424743	-0.009907774	0.006076544	0.004660482	-0.009273632	-0.005360453	0.003046076	-0.006305405	0.008127751	-0.008106363
28B_Day7_13	0.000726351	0.001049752	0.000745946	0.000918856	0.00066985	0.000671215	-0.000412189	6.16E-05	-0.000478316	4.84E-05
28B_Day7_14	0.001746034	0.000907498	0.001413488	0.000705411	0.000390404	0.000797612	-0.000199637	-0.000222707	-0.000432509	-0.000118513
28B_Day7_15	0.000973981	0.001320476	0.001085131	0.000624852	0.000627075	0.001072591	-0.000604883	0.000170364	-0.000313132	-0.000485528
28B_Day7_16	0.001099947	0.00108941	0.000674104	0.000637698	0.000922432	0.000802825	-0.000238344	-0.000264978	-0.000732242	-5.83E-05
28B_Day7_18	0.00071952	0.001667471	0.000695344	0.000771475	0.000508265	0.001063274	-0.000723657	0.000165618	-0.000562603	-0.000373943
28B_Day7_1	0.00201913	0.0004424	0.001899551	0.000963046	-1.69E-05	-0.000127561	-0.000329841	0.000187811	-0.000226357	0.000245166
28B_Day7_20	0.000467484	0.001056885	0.001072623	0.001160684	0.000770022	0.001077281	-0.000840355	-0.000148963	-7.45E-05	-0.000311813
