feature-id	short-id	qiita_sample_name	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	host_age	host_age_units	host_subject_id	isolate_number	mouse_dob	mouse_id	sex	tube_id	mouse	dam	sire	date_collected	plate
42N_Day7_18_S44_AZ51_mut	42N_Day7_18	12986.42N.Day7.18	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42N	18	7/6/17	42N	female	42N_Day7_18	42N	A1	A	9/20/17	5
46L_Day7_3_S305_AZ51_mut	46L_Day7_3	12986.46L.Day7.3	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46L	3	7/3/17	46L	female	46L_Day7_3	46L	B1	B	9/20/17	9
44N_Month1_8_S1869_AZ51_mut	44N_Month1_8	12986.44N.Month1.8	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44N	8	7/3/17	44N	female	44N_Month1_8	44N	A2	A	10/17/17	23
46L_Month6_4_S699_AZ51_mut	46L_Month6_4	12986.46L.Month6.4	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46L	4	7/3/17	46L	female	46L_Month6_4	46L	B1	B	3/13/18	21
41B_Month6_8_S537_AZ51_mut	41B_Month6_8	12986.41B.Month6.8	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41B	8	7/6/17	41B	male	41B_Month6_8	41B	A1	A	3/13/18	17
44B_Month3_8_S159_AZ51_mut	44B_Month3_8	12986.44B.Month3.8	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44B	8	7/3/17	44B	female	44B_Month3_8	44B	A2	A	12/12/17	13
41B_Month3_6_S1561_AZ51_mut	41B_Month3_6	12986.41B.Month3.6	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41B	6	7/6/17	41B	male	41B_Month3_6	41B	A1	A	12/12/17	11
41R_Day3_5_S419_AZ51_mut	41R_Day3_5	12986.41R.Day3.5	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41R	5	7/6/17	41R	male	41R_Day3_5	41R	A1	A	9/16/17	24
46N_Month10_11_S663_AZ51_mut	46N_Month10_11	12986.46N.Month10.11	46	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	46N	11	7/3/17	46N	female	46N_Month10_11	46N	B1	B	7/17/18	26
41L_Month3_6_S1467_AZ51_mut	41L_Month3_6	12986.41L.Month3.6	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41L	6	7/6/17	41L	male	41L_Month3_6	41L	A1	A	12/12/17	10
44R_Month1_17_S518_AZ51_mut	44R_Month1_17	12986.44R.Month1.17	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44R	17	7/3/17	44R	female	44R_Month1_17	44R	A2	A	10/17/17	25
41B_Month3_7_S1569_AZ51_mut	41B_Month3_7	12986.41B.Month3.7	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41B	7	7/6/17	41B	male	41B_Month3_7	41B	A1	A	12/12/17	11
44B_Day7_5_S231_AZ51_mut	44B_Day7_5	12986.44B.Day7.5	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44B	5	7/3/17	44B	female	44B_Day7_5	44B	A2	A	9/20/17	7
42R_Month3_3_S154_AZ51_mut	42R_Month3_3	12986.42R.Month3.3	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42R	3	7/6/17	42R	female	42R_Month3_3	42R	A1	A	12/12/17	11
41L_Day7_15_S308_AZ51_mut	41L_Day7_15	12986.41L.Day7.15	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41L	15	7/6/17	41L	male	41L_Day7_15	41L	A1	A	9/20/17	4
44N_Month3_20_S154_AZ51_mut	44N_Month3_20	12986.44N.Month3.20	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44N	20	7/3/17	44N	female	44N_Month3_20	44N	A2	A	12/12/17	13
41L_Month6_18_S428_AZ51_mut	41L_Month6_18	12986.41L.Month6.18	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41L	18	7/6/17	41L	male	41L_Month6_18	41L	A1	A	3/13/18	16
41R_Month10_2_S587_AZ51_mut	41R_Month10_2	12986.41R.Month10.2	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41R	2	7/6/17	41R	male	41R_Month10_2	41R	A1	A	7/17/18	26
46R_Day7_22_S364_AZ51_mut	46R_Day7_22	12986.46R.Day7.22	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46R	22	7/3/17	46R	female	46R_Day7_22	46R	B1	B	9/20/17	9
46L_Day7_20_S346_AZ51_mut	46L_Day7_20	12986.46L.Day7.20	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46L	20	7/3/17	46L	female	46L_Day7_20	46L	B1	B	9/20/17	9
42R_Day7_13_S8_AZ51_mut	42R_Day7_13	12986.42R.Day7.13	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42R	13	7/6/17	42R	female	42R_Day7_13	42R	A1	A	9/20/17	5
46R_Month3_20_S256_AZ51_mut	46R_Month3_20	12986.46R.Month3.20	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46R	20	7/3/17	46R	female	46R_Month3_20	46R	B1	B	12/12/17	15
44B_Day7_19_S248_AZ51_mut	44B_Day7_19	12986.44B.Day7.19	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44B	19	7/3/17	44B	female	44B_Day7_19	44B	A2	A	9/20/17	7
44N_Day7_4_S217_AZ51_mut	44N_Day7_4	12986.44N.Day7.4	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44N	4	7/3/17	44N	female	44N_Day7_4	44N	A2	A	9/20/17	7
41L_Day7_3_S307_AZ51_mut	41L_Day7_3	12986.41L.Day7.3	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41L	3	7/6/17	41L	male	41L_Day7_3	41L	A1	A	9/20/17	4
46R_Month1_9_S1879_AZ51_mut	46R_Month1_9	12986.46R.Month1.9	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46R	9	7/3/17	46R	female	46R_Month1_9	46R	B1	B	10/17/17	23
45L_Day7_3_S1347_AZ51_mut	45L_Day7_3	12986.45L.Day7.3	45	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	45L	3	7/3/17	45L	female	45L_Day7_3	45L	B1	B	9/20/17	8
43N_Day7_23_S178_AZ51_mut	43N_Day7_23	12986.43N.Day7.23	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43N	23	7/3/17	43N	male	43N_Day7_23	43N	B1	B	9/20/17	6
43B_Day7_13_S104_AZ51_mut	43B_Day7_13	12986.43B.Day7.13	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43B	13	7/3/17	43B	male	43B_Day7_13	43B	B1	B	9/20/17	6
45N_Month6_3_S305_AZ51_mut	45N_Month6_3	12986.45N.Month6.3	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45N	3	7/3/17	45N	female	45N_Month6_3	45N	B1	B	3/13/18	20
42L_Month6_9_S549_AZ51_mut	42L_Month6_9	12986.42L.Month6.9	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42L	9	7/6/17	42L	female	42L_Month6_9	42L	A1	A	3/13/18	17
44N_Month1_23_S1894_AZ51_mut	44N_Month1_23	12986.44N.Month1.23	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44N	23	7/3/17	44N	female	44N_Month1_23	44N	A2	A	10/17/17	23
44R_Day3_10_S461_AZ51_mut	44R_Day3_10	12986.44R.Day3.10	44	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	44R	10	7/3/17	44R	female	44R_Day3_10	44R	A2	A	9/16/17	24
42R_Day7_6_S47_AZ51_mut	42R_Day7_6	12986.42R.Day7.6	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42R	6	7/6/17	42R	female	42R_Day7_6	42R	A1	A	9/20/17	5
41L_Month6_22_S460_AZ51_mut	41L_Month6_22	12986.41L.Month6.22	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41L	22	7/6/17	41L	male	41L_Month6_22	41L	A1	A	3/13/18	16
45N_Month3_7_S1665_AZ51_mut	45N_Month3_7	12986.45N.Month3.7	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45N	7	7/3/17	45N	female	45N_Month3_7	45N	B1	B	12/12/17	14
41LL_Month3_9_S149_AZ51_mut	41LL_Month3_9	12986.41LL.Month3.9	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41LL	9	7/6/17	41LL	male	41LL_Month3_9	41LL	A1	A	12/12/17	10
45N_Day7_24_S1418_AZ51_mut	45N_Day7_24	12986.45N.Day7.24	45	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	45N	24	7/3/17	45N	female	45N_Day7_24	45N	B1	B	9/20/17	8
44N_Day7_7_S241_AZ51_mut	44N_Day7_7	12986.44N.Day7.7	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44N	7	7/3/17	44N	female	44N_Day7_7	44N	A2	A	9/20/17	7
44R_Day3_1_S389_AZ51_mut	44R_Day3_1	12986.44R.Day3.1	44	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	44R	1	7/3/17	44R	female	44R_Day3_1	44R	A2	A	9/16/17	24
41N_Month1_6_S1849_AZ51_mut	41N_Month1_6	12986.41N.Month1.6	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41N	6	7/6/17	41N	male	41N_Month1_6	41N	A1	A	10/17/17	23
42R_Month6_20_S544_AZ51_mut	42R_Month6_20	12986.42R.Month6.20	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42R	20	7/6/17	42R	female	42R_Month6_20	42R	A1	A	3/13/18	17
41N_Month6_5_S417_AZ51_mut	41N_Month6_5	12986.41N.Month6.5	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41N	5	7/6/17	41N	male	41N_Month6_5	41N	A1	A	3/13/18	16
46N_Month3_3_S209_AZ51_mut	46N_Month3_3	12986.46N.Month3.3	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46N	3	7/3/17	46N	female	46N_Month3_3	46N	B1	B	12/12/17	15
41R_Month1_18_S524_AZ51_mut	41R_Month1_18	12986.41R.Month1.18	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41R	18	7/6/17	41R	male	41R_Month1_18	41R	A1	A	10/17/17	25
46N_Month3_19_S242_AZ51_mut	46N_Month3_19	12986.46N.Month3.19	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46N	19	7/3/17	46N	female	46N_Month3_19	46N	B1	B	12/12/17	15
45L_Day7_10_S14_AZ51_mut	45L_Day7_10	12986.45L.Day7.10	45	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	45L	10	7/3/17	45L	female	45L_Day7_10	45L	B1	B	9/20/17	8
46L_Month3_7_S243_AZ51_mut	46L_Month3_7	12986.46L.Month3.7	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46L	7	7/3/17	46L	female	46L_Month3_7	46L	B1	B	12/12/17	15
41N_Month1_5_S1841_AZ51_mut	41N_Month1_5	12986.41N.Month1.5	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41N	5	7/6/17	41N	male	41N_Month1_5	41N	A1	A	10/17/17	23
41R_Month6_11_S471_AZ51_mut	41R_Month6_11	12986.41R.Month6.11	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41R	11	7/6/17	41R	male	41R_Month6_11	41R	A1	A	3/13/18	16
44R_Month10_5_S613_AZ51_mut	44R_Month10_5	12986.44R.Month10.5	44	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	44R	5	7/3/17	44R	female	44R_Month10_5	44R	A2	A	7/17/18	26
41R_Day3_6_S427_AZ51_mut	41R_Day3_6	12986.41R.Day3.6	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41R	6	7/6/17	41R	male	41R_Day3_6	41R	A1	A	9/16/17	24
44B_Day7_22_S272_AZ51_mut	44B_Day7_22	12986.44B.Day7.22	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44B	22	7/3/17	44B	female	44B_Day7_22	44B	A2	A	9/20/17	7
45L_Month3_12_S1707_AZ51_mut	45L_Month3_12	12986.45L.Month3.12	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45L	12	7/3/17	45L	female	45L_Month3_12	45L	B1	B	12/12/17	14
44B_Month3_24_S192_AZ51_mut	44B_Month3_24	12986.44B.Month3.24	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44B	24	7/3/17	44B	female	44B_Month3_24	44B	A2	A	12/12/17	13
44N_Day7_3_S209_AZ51_mut	44N_Day7_3	12986.44N.Day7.3	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44N	3	7/3/17	44N	female	44N_Day7_3	44N	A2	A	9/20/17	7
46N_Month3_14_S202_AZ51_mut	46N_Month3_14	12986.46N.Month3.14	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46N	14	7/3/17	46N	female	46N_Month3_14	46N	B1	B	12/12/17	15
41R_Month10_22_S652_AZ51_mut	41R_Month10_22	12986.41R.Month10.22	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41R	22	7/6/17	41R	male	41R_Month10_22	41R	A1	A	7/17/18	26
44B_Month6_21_S1784_AZ51_mut	44B_Month6_21	12986.44B.Month6.21	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44B	21	7/3/17	44B	female	44B_Month6_21	44B	A2	A	3/13/18	19
46R_Day7_2_S299_AZ51_mut	46R_Day7_2	12986.46R.Day7.2	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46R	2	7/3/17	46R	female	46R_Day7_2	46R	B1	B	9/20/17	9
42L_Month6_16_S510_AZ51_mut	42L_Month6_16	12986.42L.Month6.16	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42L	16	7/6/17	42L	female	42L_Month6_16	42L	A1	A	3/13/18	17
44N_Month6_14_S1722_AZ51_mut	44N_Month6_14	12986.44N.Month6.14	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44N	14	7/3/17	44N	female	44N_Month6_14	44N	A2	A	3/13/18	19
41L_Month1_3_S497_AZ51_mut	41L_Month1_3	12986.41L.Month1.3	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41L	3	7/6/17	41L	male	41L_Month1_3	41L	A1	A	10/17/17	25
41N_Day7_6_S329_AZ51_mut	41N_Day7_6	12986.41N.Day7.6	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41N	6	7/6/17	41N	male	41N_Day7_6	41N	A1	A	9/20/17	4
44L_Month3_9_S163_AZ51_mut	44L_Month3_9	12986.44L.Month3.9	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44L	9	7/3/17	44L	female	44L_Month3_9	44L	A2	A	12/12/17	13
41R_Month10_11_S659_AZ51_mut	41R_Month10_11	12986.41R.Month10.11	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41R	11	7/6/17	41R	male	41R_Month10_11	41R	A1	A	7/17/18	26
46N_Day7_15_S1352_AZ51_mut	46N_Day7_15	12986.46N.Day7.15	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46N	15	7/3/17	46N	female	46N_Day7_15	46N	B1	B	9/20/17	8
44R_Day7_21_S262_AZ51_mut	44R_Day7_21	12986.44R.Day7.21	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44R	21	7/3/17	44R	female	44R_Day7_21	44R	A2	A	9/20/17	7
45N_Month3_18_S1658_AZ51_mut	45N_Month3_18	12986.45N.Month3.18	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45N	18	7/3/17	45N	female	45N_Month3_18	45N	B1	B	12/12/17	14
42L_Month3_10_S1597_AZ51_mut	42L_Month3_10	12986.42L.Month3.10	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42L	10	7/6/17	42L	female	42L_Month3_10	42L	A1	A	12/12/17	11
45L_Month3_15_S1636_AZ51_mut	45L_Month3_15	12986.45L.Month3.15	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45L	15	7/3/17	45L	female	45L_Month3_15	45L	B1	B	12/12/17	14
46N_Day7_17_S1368_AZ51_mut	46N_Day7_17	12986.46N.Day7.17	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46N	17	7/3/17	46N	female	46N_Day7_17	46N	B1	B	9/20/17	8
41L_Month3_1_S1427_AZ51_mut	41L_Month3_1	12986.41L.Month3.1	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41L	1	7/6/17	41L	male	41L_Month3_1	41L	A1	A	12/12/17	10
46R_Day7_21_S356_AZ51_mut	46R_Day7_21	12986.46R.Day7.21	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46R	21	7/3/17	46R	female	46R_Day7_21	46R	B1	B	9/20/17	9
43N_Day7_22_S170_AZ51_mut	43N_Day7_22	12986.43N.Day7.22	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43N	22	7/3/17	43N	male	43N_Day7_22	43N	B1	B	9/20/17	6
44L_Day7_18_S236_AZ51_mut	44L_Day7_18	12986.44L.Day7.18	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44L	18	7/3/17	44L	female	44L_Day7_18	44L	A2	A	9/20/17	7
46R_Month1_11_S1895_AZ51_mut	46R_Month1_11	12986.46R.Month1.11	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46R	11	7/3/17	46R	female	46R_Month1_11	46R	B1	B	10/17/17	23
43B_Month6_24_S672_AZ51_mut	43B_Month6_24	12986.43B.Month6.24	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43B	24	7/3/17	43B	male	43B_Month6_24	43B	B1	B	3/13/18	18
42R_Month3_20_S1584_AZ51_mut	42R_Month3_20	12986.42R.Month3.20	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42R	20	7/6/17	42R	female	42R_Month3_20	42R	A1	A	12/12/17	11
44R_Day3_12_S477_AZ51_mut	44R_Day3_12	12986.44R.Day3.12	44	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	44R	12	7/3/17	44R	female	44R_Day3_12	44R	A2	A	9/16/17	24
46N_Month1_11_S567_AZ51_mut	46N_Month1_11	12986.46N.Month1.11	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46N	11	7/3/17	46N	female	46N_Month1_11	46N	B1	B	10/17/17	25
42R_Day7_1_S7_AZ51_mut	42R_Day7_1	12986.42R.Day7.1	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42R	1	7/6/17	42R	female	42R_Day7_1	42R	A1	A	9/20/17	5
46N_Day3_9_S455_AZ51_mut	46N_Day3_9	12986.46N.Day3.9	46	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	46N	9	7/3/17	46N	female	46N_Day3_9	46N	B1	B	9/16/17	24
46R_Month1_15_S1832_AZ51_mut	46R_Month1_15	12986.46R.Month1.15	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46R	15	7/3/17	46R	female	46R_Month1_15	46R	B1	B	10/17/17	23
41L_Day3_23_S466_AZ51_mut	41L_Day3_23	12986.41L.Day3.23	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41L	23	7/6/17	41L	male	41L_Day3_23	41L	A1	A	9/16/17	24
43N_Month3_8_S57_AZ51_mut	43N_Month3_8	12986.43N.Month3.8	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43N	8	7/3/17	43N	male	43N_Month3_8	43N	B1	B	12/12/17	12
44R_Month10_7_S629_AZ51_mut	44R_Month10_7	12986.44R.Month10.7	44	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	44R	7	7/3/17	44R	female	44R_Month10_7	44R	A2	A	7/17/18	26
43B_Month6_2_S591_AZ51_mut	43B_Month6_2	12986.43B.Month6.2	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43B	2	7/3/17	43B	male	43B_Month6_2	43B	B1	B	3/13/18	18
43R_Month3_2_S13_AZ51_mut	43R_Month3_2	12986.43R.Month3.2	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43R	2	7/3/17	43R	male	43R_Month3_2	43R	B1	B	12/12/17	12
41L_Day3_24_S474_AZ51_mut	41L_Day3_24	12986.41L.Day3.24	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41L	24	7/6/17	41L	male	41L_Day3_24	41L	A1	A	9/16/17	24
46L_Day7_11_S369_AZ51_mut	46L_Day7_11	12986.46L.Day7.11	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46L	11	7/3/17	46L	female	46L_Day7_11	46L	B1	B	9/20/17	9
44R_Day7_24_S286_AZ51_mut	44R_Day7_24	12986.44R.Day7.24	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44R	24	7/3/17	44R	female	44R_Day7_24	44R	A2	A	9/20/17	7
44R_Month6_23_S1798_AZ51_mut	44R_Month6_23	12986.44R.Month6.23	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44R	23	7/3/17	44R	female	44R_Month6_23	44R	A2	A	3/13/18	19
44N_Day7_17_S226_AZ51_mut	44N_Day7_17	12986.44N.Day7.17	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44N	17	7/3/17	44N	female	44N_Day7_17	44N	A2	A	9/20/17	7
46N_Day7_1_S1335_AZ51_mut	46N_Day7_1	12986.46N.Day7.1	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46N	1	7/3/17	46N	female	46N_Day7_1	46N	B1	B	9/20/17	8
45R_Day7_13_S1334_AZ51_mut	45R_Day7_13	12986.45R.Day7.13	45	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	45R	13	7/3/17	45R	female	45R_Day7_13	45R	B1	B	9/20/17	8
46R_Month6_5_S709_AZ51_mut	46R_Month6_5	12986.46R.Month6.5	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46R	5	7/3/17	46R	female	46R_Month6_5	46R	B1	B	3/13/18	21
42R_Month3_1_S1527_AZ51_mut	42R_Month3_1	12986.42R.Month3.1	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42R	1	7/6/17	42R	female	42R_Month3_1	42R	A1	A	12/12/17	11
41L_Day7_5_S32_AZ51_mut	41L_Day7_5	12986.41L.Day7.5	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41L	5	7/6/17	41L	male	41L_Day7_5	41L	A1	A	9/20/17	4
44L_Day7_16_S220_AZ51_mut	44L_Day7_16	12986.44L.Day7.16	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44L	16	7/3/17	44L	female	44L_Day7_16	44L	A2	A	9/20/17	7
44N_Day7_14_S202_AZ51_mut	44N_Day7_14	12986.44N.Day7.14	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44N	14	7/3/17	44N	female	44N_Day7_14	44N	A2	A	9/20/17	7
45L_Day7_18_S1372_AZ51_mut	45L_Day7_18	12986.45L.Day7.18	45	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	45L	18	7/3/17	45L	female	45L_Day7_18	45L	B1	B	9/20/17	8
43N_Month3_2_S9_AZ51_mut	43N_Month3_2	12986.43N.Month3.2	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43N	2	7/3/17	43N	male	43N_Month3_2	43N	B1	B	12/12/17	12
44N_Month1_14_S1822_AZ51_mut	44N_Month1_14	12986.44N.Month1.14	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44N	14	7/3/17	44N	female	44N_Month1_14	44N	A2	A	10/17/17	23
44R_Month1_8_S541_AZ51_mut	44R_Month1_8	12986.44R.Month1.8	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44R	8	7/3/17	44R	female	44R_Month1_8	44R	A2	A	10/17/17	25
44N_Month6_10_S1785_AZ51_mut	44N_Month6_10	12986.44N.Month6.10	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44N	10	7/3/17	44N	female	44N_Month6_10	44N	A2	A	3/13/18	19
41L_Month3_24_S1516_AZ51_mut	41L_Month3_24	12986.41L.Month3.24	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41L	24	7/6/17	41L	male	41L_Month3_24	41L	A1	A	12/12/17	10
44R_Day7_15_S214_AZ51_mut	44R_Day7_15	12986.44R.Day7.15	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44R	15	7/3/17	44R	female	44R_Day7_15	44R	A2	A	9/20/17	7
41L_Month3_18_S1468_AZ51_mut	41L_Month3_18	12986.41L.Month3.18	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41L	18	7/6/17	41L	male	41L_Month3_18	41L	A1	A	12/12/17	10
41N_Month6_19_S434_AZ51_mut	41N_Month6_19	12986.41N.Month6.19	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41N	19	7/6/17	41N	male	41N_Month6_19	41N	A1	A	3/13/18	16
41L_Month10_4_S601_AZ51_mut	41L_Month10_4	12986.41L.Month10.4	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41L	4	7/6/17	41L	male	41L_Month10_4	41L	A1	A	7/17/18	26
46L_Month3_19_S244_AZ51_mut	46L_Month3_19	12986.46L.Month3.19	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46L	19	7/3/17	46L	female	46L_Month3_19	46L	B1	B	12/12/17	15
43R_Month3_21_S70_AZ51_mut	43R_Month3_21	12986.43R.Month3.21	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43R	21	7/3/17	43R	male	43R_Month3_21	43R	B1	B	12/12/17	12
42L_Day7_12_S93_AZ51_mut	42L_Day7_12	12986.42L.Day7.12	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42L	12	7/6/17	42L	female	42L_Day7_12	42L	A1	A	9/20/17	5
45R_Month3_14_S206_AZ51_mut	45R_Month3_14	12986.45R.Month3.14	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45R	14	7/3/17	45R	female	45R_Month3_14	45R	B1	B	12/12/17	15
41N_Day7_3_S305_AZ51_mut	41N_Day7_3	12986.41N.Day7.3	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41N	3	7/6/17	41N	male	41N_Day7_3	41N	A1	A	9/20/17	4
44R_Day3_21_S454_AZ51_mut	44R_Day3_21	12986.44R.Day3.21	44	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	44R	21	7/3/17	44R	female	44R_Day3_21	44R	A2	A	9/16/17	24
41R_Month10_3_S595_AZ51_mut	41R_Month10_3	12986.41R.Month10.3	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41R	3	7/6/17	41R	male	41R_Month10_3	41R	A1	A	7/17/18	26
41L_Month10_6_S617_AZ51_mut	41L_Month10_6	12986.41L.Month10.6	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41L	6	7/6/17	41L	male	41L_Month10_6	41L	A1	A	7/17/18	26
41L_Day7_22_S364_AZ51_mut	41L_Day7_22	12986.41L.Day7.22	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41L	22	7/6/17	41L	male	41L_Day7_22	41L	A1	A	9/20/17	4
43L_Month3_19_S52_AZ51_mut	43L_Month3_19	12986.43L.Month3.19	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43L	19	7/3/17	43L	male	43L_Month3_19	43L	B1	B	12/12/17	12
41R_Day3_9_S451_AZ51_mut	41R_Day3_9	12986.41R.Day3.9	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41R	9	7/6/17	41R	male	41R_Day3_9	41R	A1	A	9/16/17	24
