feature-id	short-id	qiita_sample_name	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	host_age	host_age_units	host_subject_id	isolate_number	mouse_dob	mouse_id	sex	tube_id	mouse	dam	sire	date_collected	plate
44L_Month3_12_S187_AZ51_mut	44L_Month3_12	12986.44L.Month3.12	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44L	12	7/3/17	44L	female	44L_Month3_12	44L	A2	A	12/12/17	13
44N_Month3_21_S162_AZ51_mut	44N_Month3_21	12986.44N.Month3.21	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44N	21	7/3/17	44N	female	44N_Month3_21	44N	A2	A	12/12/17	13
41LL_Month3_18_S147_AZ51_mut	41LL_Month3_18	12986.41LL.Month3.18	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41LL	18	7/6/17	41LL	male	41LL_Month3_18	41LL	A1	A	12/12/17	10
45R_Month6_5_S325_AZ51_mut	45R_Month6_5	12986.45R.Month6.5	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45R	5	7/3/17	45R	female	45R_Month6_5	45R	B1	B	3/13/18	20
46L_Month6_18_S716_AZ51_mut	46L_Month6_18	12986.46L.Month6.18	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46L	18	7/3/17	46L	female	46L_Month6_18	46L	B1	B	3/13/18	21
44R_Month6_9_S1781_AZ51_mut	44R_Month6_9	12986.44R.Month6.9	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44R	9	7/3/17	44R	female	44R_Month6_9	44R	A2	A	3/13/18	19
46N_Month1_20_S544_AZ51_mut	46N_Month1_20	12986.46N.Month1.20	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46N	20	7/3/17	46N	female	46N_Month1_20	46N	B1	B	10/17/17	25
42L_Month6_17_S518_AZ51_mut	42L_Month6_17	12986.42L.Month6.17	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42L	17	7/6/17	42L	female	42L_Month6_17	42L	A1	A	3/13/18	17
43R_Month6_6_S621_AZ51_mut	43R_Month6_6	12986.43R.Month6.6	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43R	6	7/3/17	43R	male	43R_Month6_6	43R	B1	B	3/13/18	18
41R_Month10_19_S628_AZ51_mut	41R_Month10_19	12986.41R.Month10.19	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41R	19	7/6/17	41R	male	41R_Month10_19	41R	A1	A	7/17/18	26
43N_Month3_24_S90_AZ51_mut	43N_Month3_24	12986.43N.Month3.24	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43N	24	7/3/17	43N	male	43N_Month3_24	43N	B1	B	12/12/17	12
41N_Month1_20_S1866_AZ51_mut	41N_Month1_20	12986.41N.Month1.20	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41N	20	7/6/17	41N	male	41N_Month1_20	41N	A1	A	10/17/17	23
43N_Month6_23_S658_AZ51_mut	43N_Month6_23	12986.43N.Month6.23	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43N	23	7/3/17	43N	male	43N_Month6_23	43N	B1	B	3/13/18	18
42R_Day7_24_S96_AZ51_mut	42R_Day7_24	12986.42R.Day7.24	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42R	24	7/6/17	42R	female	42R_Day7_24	42R	A1	A	9/20/17	5
44R_Day3_9_S453_AZ51_mut	44R_Day3_9	12986.44R.Day3.9	44	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	44R	9	7/3/17	44R	female	44R_Day3_9	44R	A2	A	9/16/17	24
41LL_Month3_11_S1509_AZ51_mut	41LL_Month3_11	12986.41LL.Month3.11	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41LL	11	7/6/17	41LL	male	41LL_Month3_11	41LL	A1	A	12/12/17	10
44R_Month6_1_S1717_AZ51_mut	44R_Month6_1	12986.44R.Month6.1	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44R	1	7/3/17	44R	female	44R_Month6_1	44R	A2	A	3/13/18	19
44R_Month6_20_S1774_AZ51_mut	44R_Month6_20	12986.44R.Month6.20	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44R	20	7/3/17	44R	female	44R_Month6_20	44R	A2	A	3/13/18	19
41N_Month1_7_S1857_AZ51_mut	41N_Month1_7	12986.41N.Month1.7	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41N	7	7/6/17	41N	male	41N_Month1_7	41N	A1	A	10/17/17	23
41L_Month1_18_S522_AZ51_mut	41L_Month1_18	12986.41L.Month1.18	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41L	18	7/6/17	41L	male	41L_Month1_18	41L	A1	A	10/17/17	25
42L_Month3_8_S1581_AZ51_mut	42L_Month3_8	12986.42L.Month3.8	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42L	8	7/6/17	42L	female	42L_Month3_8	42L	A1	A	12/12/17	11
41R_Month10_21_S644_AZ51_mut	41R_Month10_21	12986.41R.Month10.21	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41R	21	7/6/17	41R	male	41R_Month10_21	41R	A1	A	7/17/18	26
41B_Month1_5_S184_AZ51_mut	41B_Month1_5	12986.41B.Month1.5	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41B	5	7/6/17	41B	male	41B_Month1_5	41B	A1	A	10/17/17	23
46L_Day7_1_S289_AZ51_mut	46L_Day7_1	12986.46L.Day7.1	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46L	1	7/3/17	46L	female	46L_Day7_1	46L	B1	B	9/20/17	9
46N_Month10_1_S583_AZ51_mut	46N_Month10_1	12986.46N.Month10.1	46	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	46N	1	7/3/17	46N	female	46N_Month10_1	46N	B1	B	7/17/18	26
41L_Day7_21_S356_AZ51_mut	41L_Day7_21	12986.41L.Day7.21	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41L	21	7/6/17	41L	male	41L_Day7_21	41L	A1	A	9/20/17	4
43L_Day7_13_S100_AZ51_mut	43L_Day7_13	12986.43L.Day7.13	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43L	13	7/3/17	43L	male	43L_Day7_13	43L	B1	B	9/20/17	6
42L_Month6_21_S550_AZ51_mut	42L_Month6_21	12986.42L.Month6.21	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42L	21	7/6/17	42L	female	42L_Month6_21	42L	A1	A	3/13/18	17
46N_Month3_4_S217_AZ51_mut	46N_Month3_4	12986.46N.Month3.4	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46N	4	7/3/17	46N	female	46N_Month3_4	46N	B1	B	12/12/17	15
43L_Day7_15_S116_AZ51_mut	43L_Day7_15	12986.43L.Day7.15	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43L	15	7/3/17	43L	male	43L_Day7_15	43L	B1	B	9/20/17	6
41L_Month1_5_S513_AZ51_mut	41L_Month1_5	12986.41L.Month1.5	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41L	5	7/6/17	41L	male	41L_Month1_5	41L	A1	A	10/17/17	25
46N_Day7_6_S1375_AZ51_mut	46N_Day7_6	12986.46N.Day7.6	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46N	6	7/3/17	46N	female	46N_Day7_6	46N	B1	B	9/20/17	8
41B_Month6_14_S490_AZ51_mut	41B_Month6_14	12986.41B.Month6.14	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41B	14	7/6/17	41B	male	41B_Month6_14	41B	A1	A	3/13/18	17
44R_Month3_7_S149_AZ51_mut	44R_Month3_7	12986.44R.Month3.7	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44R	7	7/3/17	44R	female	44R_Month3_7	44R	A2	A	12/12/17	13
43N_Month3_6_S41_AZ51_mut	43N_Month3_6	12986.43N.Month3.6	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43N	6	7/3/17	43N	male	43N_Month3_6	43N	B1	B	12/12/17	12
44B_Month6_11_S1799_AZ51_mut	44B_Month6_11	12986.44B.Month6.11	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44B	11	7/3/17	44B	female	44B_Month6_11	44B	A2	A	3/13/18	19
46L_Month6_17_S708_AZ51_mut	46L_Month6_17	12986.46L.Month6.17	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46L	17	7/3/17	46L	female	46L_Month6_17	46L	B1	B	3/13/18	21
43R_Day7_5_S133_AZ51_mut	43R_Day7_5	12986.43R.Day7.5	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43R	5	7/3/17	43R	male	43R_Day7_5	43R	B1	B	9/20/17	6
41L_Month3_10_S1499_AZ51_mut	41L_Month3_10	12986.41L.Month3.10	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41L	10	7/6/17	41L	male	41L_Month3_10	41L	A1	A	12/12/17	10
41L_Day3_1_S385_AZ51_mut	41L_Day3_1	12986.41L.Day3.1	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41L	1	7/6/17	41L	male	41L_Day3_1	41L	A1	A	9/16/17	24
43L_Month6_18_S620_AZ51_mut	43L_Month6_18	12986.43L.Month6.18	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43L	18	7/3/17	43L	male	43L_Month6_18	43L	B1	B	3/13/18	18
43R_Day7_20_S158_AZ51_mut	43R_Day7_20	12986.43R.Day7.20	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43R	20	7/3/17	43R	male	43R_Day7_20	43R	B1	B	9/20/17	6
43R_Month3_22_S78_AZ51_mut	43R_Month3_22	12986.43R.Month3.22	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43R	22	7/3/17	43R	male	43R_Month3_22	43R	B1	B	12/12/17	12
44B_Day7_15_S216_AZ51_mut	44B_Day7_15	12986.44B.Day7.15	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44B	15	7/3/17	44B	female	44B_Day7_15	44B	A2	A	9/20/17	7
45N_Month6_2_S297_AZ51_mut	45N_Month6_2	12986.45N.Month6.2	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45N	2	7/3/17	45N	female	45N_Month6_2	45N	B1	B	3/13/18	20
45N_Month3_20_S1674_AZ51_mut	45N_Month3_20	12986.45N.Month3.20	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45N	20	7/3/17	45N	female	45N_Month3_20	45N	B1	B	12/12/17	14
43L_Month6_17_S612_AZ51_mut	43L_Month6_17	12986.43L.Month6.17	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43L	17	7/3/17	43L	male	43L_Month6_17	43L	B1	B	3/13/18	18
44R_Month3_22_S174_AZ51_mut	44R_Month3_22	12986.44R.Month3.22	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44R	22	7/3/17	44R	female	44R_Month3_22	44R	A2	A	12/12/17	13
43N_Month6_9_S641_AZ51_mut	43N_Month6_9	12986.43N.Month6.9	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43N	9	7/3/17	43N	male	43N_Month6_9	43N	B1	B	3/13/18	18
42R_Month6_7_S535_AZ51_mut	42R_Month6_7	12986.42R.Month6.7	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42R	7	7/6/17	42R	female	42R_Month6_7	42R	A1	A	3/13/18	17
45R_Month3_2_S205_AZ51_mut	45R_Month3_2	12986.45R.Month3.2	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45R	2	7/3/17	45R	female	45R_Month3_2	45R	B1	B	12/12/17	15
46N_Month6_3_S689_AZ51_mut	46N_Month6_3	12986.46N.Month6.3	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46N	3	7/3/17	46N	female	46N_Month6_3	46N	B1	B	3/13/18	21
44R_Month10_10_S653_AZ51_mut	44R_Month10_10	12986.44R.Month10.10	44	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	44R	10	7/3/17	44R	female	44R_Month10_10	44R	A2	A	7/17/18	26
43L_Day7_20_S156_AZ51_mut	43L_Day7_20	12986.43L.Day7.20	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43L	20	7/3/17	43L	male	43L_Day7_20	43L	B1	B	9/20/17	6
44L_Month6_21_S178_AZ51_mut	44L_Month6_21	12986.44L.Month6.21	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44L	21	7/3/17	44L	female	44L_Month6_21	44L	A2	A	3/13/18	19
46L_Month3_14_S204_AZ51_mut	46L_Month3_14	12986.46L.Month3.14	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46L	14	7/3/17	46L	female	46L_Month3_14	46L	B1	B	12/12/17	15
46N_Month1_8_S543_AZ51_mut	46N_Month1_8	12986.46N.Month1.8	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46N	8	7/3/17	46N	female	46N_Month1_8	46N	B1	B	10/17/17	25
41LL_Day7_15_S31_AZ51_mut	41LL_Day7_15	12986.41LL.Day7.15	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41LL	15	7/6/17	41LL	male	41LL_Day7_15	41LL	A1	A	9/20/17	4
42L_Day7_18_S46_AZ51_mut	42L_Day7_18	12986.42L.Day7.18	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42L	18	7/6/17	42L	female	42L_Day7_18	42L	A1	A	9/20/17	5
41N_Month1_3_S1825_AZ51_mut	41N_Month1_3	12986.41N.Month1.3	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41N	3	7/6/17	41N	male	41N_Month1_3	41N	A1	A	10/17/17	23
46L_Month6_19_S724_AZ51_mut	46L_Month6_19	12986.46L.Month6.19	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46L	19	7/3/17	46L	female	46L_Month6_19	46L	B1	B	3/13/18	21
41L_Day7_20_S348_AZ51_mut	41L_Day7_20	12986.41L.Day7.20	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41L	20	7/6/17	41L	male	41L_Day7_20	41L	A1	A	9/20/17	4
41LL_Month6_16_S414_AZ51_mut	41LL_Month6_16	12986.41LL.Month6.16	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41LL	16	7/6/17	41LL	male	41LL_Month6_16	41LL	A1	A	3/13/18	16
45R_Month6_4_S317_AZ51_mut	45R_Month6_4	12986.45R.Month6.4	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45R	4	7/3/17	45R	female	45R_Month6_4	45R	B1	B	3/13/18	20
44R_Month6_2_S1725_AZ51_mut	44R_Month6_2	12986.44R.Month6.2	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44R	2	7/3/17	44R	female	44R_Month6_2	44R	A2	A	3/13/18	19
43B_Month3_7_S55_AZ51_mut	43B_Month3_7	12986.43B.Month3.7	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43B	7	7/3/17	43B	male	43B_Month3_7	43B	B1	B	12/12/17	12
44R_Month3_24_S190_AZ51_mut	44R_Month3_24	12986.44R.Month3.24	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44R	24	7/3/17	44R	female	44R_Month3_24	44R	A2	A	12/12/17	13
43B_Day7_17_S136_AZ51_mut	43B_Day7_17	12986.43B.Day7.17	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43B	17	7/3/17	43B	male	43B_Day7_17	43B	B1	B	9/20/17	6
43R_Day7_24_S190_AZ51_mut	43R_Day7_24	12986.43R.Day7.24	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43R	24	7/3/17	43R	male	43R_Day7_24	43R	B1	B	9/20/17	6
42L_Month6_8_S541_AZ51_mut	42L_Month6_8	12986.42L.Month6.8	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42L	8	7/6/17	42L	female	42L_Month6_8	42L	A1	A	3/13/18	17
46N_Month1_24_S576_AZ51_mut	46N_Month1_24	12986.46N.Month1.24	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46N	24	7/3/17	46N	female	46N_Month1_24	46N	B1	B	10/17/17	25
46N_Month1_3_S503_AZ51_mut	46N_Month1_3	12986.46N.Month1.3	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46N	3	7/3/17	46N	female	46N_Month1_3	46N	B1	B	10/17/17	25
46N_Month3_10_S265_AZ51_mut	46N_Month3_10	12986.46N.Month3.10	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46N	10	7/3/17	46N	female	46N_Month3_10	46N	B1	B	12/12/17	15
41N_Month1_16_S1834_AZ51_mut	41N_Month1_16	12986.41N.Month1.16	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41N	16	7/6/17	41N	male	41N_Month1_16	41N	A1	A	10/17/17	23
46N_Month6_1_S673_AZ51_mut	46N_Month6_1	12986.46N.Month6.1	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46N	1	7/3/17	46N	female	46N_Month6_1	46N	B1	B	3/13/18	21
41L_Month1_10_S553_AZ51_mut	41L_Month1_10	12986.41L.Month1.10	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41L	10	7/6/17	41L	male	41L_Month1_10	41L	A1	A	10/17/17	25
45N_Day7_10_S1401_AZ51_mut	45N_Day7_10	12986.45N.Day7.10	45	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	45N	10	7/3/17	45N	female	45N_Day7_10	45N	B1	B	9/20/17	8
41B_Day7_23_S82_AZ51_mut	41B_Day7_23	12986.41B.Day7.23	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41B	23	7/6/17	41B	male	41B_Day7_23	41B	A1	A	9/20/17	5
46N_Month3_1_S193_AZ51_mut	46N_Month3_1	12986.46N.Month3.1	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46N	1	7/3/17	46N	female	46N_Month3_1	46N	B1	B	12/12/17	15
43R_Month3_10_S77_AZ51_mut	43R_Month3_10	12986.43R.Month3.10	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43R	10	7/3/17	43R	male	43R_Month3_10	43R	B1	B	12/12/17	12
43R_Month6_10_S653_AZ51_mut	43R_Month6_10	12986.43R.Month6.10	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43R	10	7/3/17	43R	male	43R_Month6_10	43R	B1	B	3/13/18	18
44R_Day3_5_S421_AZ51_mut	44R_Day3_5	12986.44R.Day3.5	44	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	44R	5	7/3/17	44R	female	44R_Day3_5	44R	A2	A	9/16/17	24
46N_Day7_9_S1399_AZ51_mut	46N_Day7_9	12986.46N.Day7.9	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46N	9	7/3/17	46N	female	46N_Day7_9	46N	B1	B	9/20/17	8
44R_Month1_20_S542_AZ51_mut	44R_Month1_20	12986.44R.Month1.20	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44R	20	7/3/17	44R	female	44R_Month1_20	44R	A2	A	10/17/17	25
45N_Month6_6_S329_AZ51_mut	45N_Month6_6	12986.45N.Month6.6	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45N	6	7/3/17	45N	female	45N_Month6_6	45N	B1	B	3/13/18	20
43N_Month6_17_S610_AZ51_mut	43N_Month6_17	12986.43N.Month6.17	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43N	17	7/3/17	43N	male	43N_Month6_17	43N	B1	B	3/13/18	18
41B_Month3_10_S159_AZ51_mut	41B_Month3_10	12986.41B.Month3.10	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41B	10	7/6/17	41B	male	41B_Month3_10	41B	A1	A	12/12/17	11
44R_Month1_19_S534_AZ51_mut	44R_Month1_19	12986.44R.Month1.19	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44R	19	7/3/17	44R	female	44R_Month1_19	44R	A2	A	10/17/17	25
43R_Month3_14_S14_AZ51_mut	43R_Month3_14	12986.43R.Month3.14	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43R	14	7/3/17	43R	male	43R_Month3_14	43R	B1	B	12/12/17	12
42N_Month6_18_S524_AZ51_mut	42N_Month6_18	12986.42N.Month6.18	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42N	18	7/6/17	42N	female	42N_Month6_18	42N	A1	A	3/13/18	17
44R_Month10_8_S637_AZ51_mut	44R_Month10_8	12986.44R.Month10.8	44	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	44R	8	7/3/17	44R	female	44R_Month10_8	44R	A2	A	7/17/18	26
45R_Month6_8_S349_AZ51_mut	45R_Month6_8	12986.45R.Month6.8	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45R	8	7/3/17	45R	female	45R_Month6_8	45R	B1	B	3/13/18	20
46L_Day7_6_S329_AZ51_mut	46L_Day7_6	12986.46L.Day7.6	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46L	6	7/3/17	46L	female	46L_Day7_6	46L	B1	B	9/20/17	9
46L_Month3_11_S275_AZ51_mut	46L_Month3_11	12986.46L.Month3.11	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46L	11	7/3/17	46L	female	46L_Month3_11	46L	B1	B	12/12/17	15
44R_Month3_20_S158_AZ51_mut	44R_Month3_20	12986.44R.Month3.20	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44R	20	7/3/17	44R	female	44R_Month3_20	44R	A2	A	12/12/17	13
45N_Month3_24_S1706_AZ51_mut	45N_Month3_24	12986.45N.Month3.24	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45N	24	7/3/17	45N	female	45N_Month3_24	45N	B1	B	12/12/17	14
43R_Day7_22_S174_AZ51_mut	43R_Day7_22	12986.43R.Day7.22	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43R	22	7/3/17	43R	male	43R_Day7_22	43R	B1	B	9/20/17	6
41N_Day7_23_S37_AZ51_mut	41N_Day7_23	12986.41N.Day7.23	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41N	23	7/6/17	41N	male	41N_Day7_23	41N	A1	A	9/20/17	4
43R_Month6_4_S605_AZ51_mut	43R_Month6_4	12986.43R.Month6.4	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43R	4	7/3/17	43R	male	43R_Month6_4	43R	B1	B	3/13/18	18
41N_Day7_14_S298_AZ51_mut	41N_Day7_14	12986.41N.Day7.14	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41N	14	7/6/17	41N	male	41N_Day7_14	41N	A1	A	9/20/17	4
41R_Month1_6_S523_AZ51_mut	41R_Month1_6	12986.41R.Month1.6	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41R	6	7/6/17	41R	male	41R_Month1_6	41R	A1	A	10/17/17	25
42L_Month3_1_S1525_AZ51_mut	42L_Month3_1	12986.42L.Month3.1	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42L	1	7/6/17	42L	female	42L_Month3_1	42L	A1	A	12/12/17	11
45L_Month3_9_S168_AZ51_mut	45L_Month3_9	12986.45L.Month3.9	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45L	9	7/3/17	45L	female	45L_Month3_9	45L	B1	B	12/12/17	14
43R_Month3_18_S46_AZ51_mut	43R_Month3_18	12986.43R.Month3.18	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43R	18	7/3/17	43R	male	43R_Month3_18	43R	B1	B	12/12/17	12
43N_Day7_4_S121_AZ51_mut	43N_Day7_4	12986.43N.Day7.4	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43N	4	7/3/17	43N	male	43N_Day7_4	43N	B1	B	9/20/17	6
41LL_Month6_21_S454_AZ51_mut	41LL_Month6_21	12986.41LL.Month6.21	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41LL	21	7/6/17	41LL	male	41LL_Month6_21	41LL	A1	A	3/13/18	16
45L_Month6_22_S364_AZ51_mut	45L_Month6_22	12986.45L.Month6.22	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45L	22	7/3/17	45L	female	45L_Month6_22	45L	B1	B	3/13/18	20
46R_Month3_1_S199_AZ51_mut	46R_Month3_1	12986.46R.Month3.1	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46R	1	7/3/17	46R	female	46R_Month3_1	46R	B1	B	12/12/17	15
41L_Month10_2_S585_AZ51_mut	41L_Month10_2	12986.41L.Month10.2	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41L	2	7/6/17	41L	male	41L_Month10_2	41L	A1	A	7/17/18	26
41N_Month3_7_S147_AZ51_mut	41N_Month3_7	12986.41N.Month3.7	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41N	7	7/6/17	41N	male	41N_Month3_7	41N	A1	A	12/12/17	10
46R_Month6_12_S765_AZ51_mut	46R_Month6_12	12986.46R.Month6.12	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46R	12	7/3/17	46R	female	46R_Month6_12	46R	B1	B	3/13/18	21
42R_Day7_17_S40_AZ51_mut	42R_Day7_17	12986.42R.Day7.17	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42R	17	7/6/17	42R	female	42R_Day7_17	42R	A1	A	9/20/17	5
44L_Month3_5_S131_AZ51_mut	44L_Month3_5	12986.44L.Month3.5	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44L	5	7/3/17	44L	female	44L_Month3_5	44L	A2	A	12/12/17	13
43R_Month3_7_S53_AZ51_mut	43R_Month3_7	12986.43R.Month3.7	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43R	7	7/3/17	43R	male	43R_Month3_7	43R	B1	B	12/12/17	12
44N_Month6_19_S1762_AZ51_mut	44N_Month6_19	12986.44N.Month6.19	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44N	19	7/3/17	44N	female	44N_Month6_19	44N	A2	A	3/13/18	19
41B_Day7_24_S90_AZ51_mut	41B_Day7_24	12986.41B.Day7.24	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41B	24	7/6/17	41B	male	41B_Day7_24	41B	A1	A	9/20/17	5
41L_Month1_9_S545_AZ51_mut	41L_Month1_9	12986.41L.Month1.9	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41L	9	7/6/17	41L	male	41L_Month1_9	41L	A1	A	10/17/17	25
46R_Day7_4_S315_AZ51_mut	46R_Day7_4	12986.46R.Day7.4	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46R	4	7/3/17	46R	female	46R_Day7_4	46R	B1	B	9/20/17	9
44B_Month3_7_S151_AZ51_mut	44B_Month3_7	12986.44B.Month3.7	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44B	7	7/3/17	44B	female	44B_Month3_7	44B	A2	A	12/12/17	13
41R_Day3_17_S420_AZ51_mut	41R_Day3_17	12986.41R.Day3.17	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41R	17	7/6/17	41R	male	41R_Day3_17	41R	A1	A	9/16/17	24
42R_Month6_4_S511_AZ51_mut	42R_Month6_4	12986.42R.Month6.4	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42R	4	7/6/17	42R	female	42R_Month6_4	42R	A1	A	3/13/18	17
41R_Month1_7_S531_AZ51_mut	41R_Month1_7	12986.41R.Month1.7	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41R	7	7/6/17	41R	male	41R_Month1_7	41R	A1	A	10/17/17	25
